,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-02,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1600.0,1600.0,0.0,1
1,2019-01-08,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1600.0,1600.0,0.0,2
2,2019-01-15,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1000.0,1000.0,0.0,3
3,2019-01-22,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1600.0,1600.0,0.0,4
4,2019-01-29,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1000.0,1000.0,0.0,5
5,2019-02-14,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1000.0,1000.0,0.0,7
6,2019-02-19,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,2400.0,2400.0,0.0,8
7,2019-02-26,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1000.0,1000.0,0.0,9
8,2019-03-05,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1600.0,1600.0,0.0,10
9,2019-03-12,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1000.0,1000.0,0.0,11
10,2019-03-19,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1800.0,1800.0,0.0,12
11,2019-03-26,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,2400.0,2400.0,0.0,13
12,2019-04-02,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1200.0,1200.0,0.0,14
13,2019-04-09,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1600.0,1600.0,0.0,15
14,2019-04-16,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1200.0,1200.0,0.0,16
15,2019-04-23,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1200.0,1200.0,0.0,17
16,2019-04-30,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1600.0,1600.0,0.0,18
17,2019-05-07,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,2000.0,2000.0,0.0,19
18,2019-05-14,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1000.0,1000.0,0.0,20
19,2019-05-21,B07109004,酒精棉片,100片/盒60盒/箱,片,T,2400.0,0.0,0.0,1200.0,1200.0,0.0,21
