,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-02,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,1
1,2019-01-08,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,2
2,2019-01-15,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,3
3,2019-01-29,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,5
4,2019-02-14,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,7
5,2019-03-12,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,11
6,2019-03-23,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,-1.0,-1.0,0.0,12
7,2019-03-26,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,13
8,2019-04-02,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,14
9,2019-04-09,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,15
10,2019-04-12,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,50.0,50.0,0.0,15
11,2019-04-16,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,16
12,2019-05-30,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,22
13,2019-06-03,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,23
14,2019-06-18,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,25
15,2019-06-25,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,26
16,2019-07-02,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,27
17,2019-07-30,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,31
18,2019-08-06,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,32
19,2019-08-20,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,34
20,2019-08-27,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,35
21,2019-10-01,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,40
22,2019-10-22,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,43
23,2019-11-12,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,46
24,2019-11-26,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,48
25,2019-12-03,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,49
26,2019-12-17,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,51
27,2019-12-24,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,52
0,2020-01-07,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,,0.0,30.0,30.0,0.0,2
1,2020-02-22,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,-40.0,-40.0,0.0,8
2,2020-02-25,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,9
3,2020-03-17,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,12
4,2020-03-31,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,100.0,100.0,0.0,14
5,2020-07-06,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,20.0,20.0,0.0,28
6,2020-07-14,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,29
7,2020-07-21,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,10.0,10.0,0.0,30
8,2020-08-11,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,33
9,2020-08-18,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,34
10,2020-09-01,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,30.0,0.0,0.0,30.0,30.0,0.0,36
