,庫房,料號,品名,數量,週
217,DLN5,A00120033,2.5-3cc PVC 注射空針,196.0,1
355,DLN5,A00120033,2.5-3cc PVC 注射空針,260.0,2
458,DLN5,A00120033,2.5-3cc PVC 注射空針,168.0,3
532,DLN5,A00120033,2.5-3cc PVC 注射空針,151.0,4
5426,DLN5,A00120033,2.5-3cc PVC 注射空針,215.0,5
5440,DLN5,A00120033,2.5-3cc PVC 注射空針,22.0,6
5528,DLN5,A00120033,2.5-3cc PVC 注射空針,174.0,7
5643,DLN5,A00120033,2.5-3cc PVC 注射空針,218.0,8
9056,DLN5,A00120033,2.5-3cc PVC 注射空針,211.0,9
9164,DLN5,A00120033,2.5-3cc PVC 注射空針,194.0,10
9278,DLN5,A00120033,2.5-3cc PVC 注射空針,196.0,11
9376,DLN5,A00120033,2.5-3cc PVC 注射空針,199.0,12
13882,DLN5,A00120033,2.5-3cc PVC 注射空針,173.0,13
13991,DLN5,A00120033,2.5-3cc PVC 注射空針,215.0,14
14073,DLN5,A00120033,2.5-3cc PVC 注射空針,147.0,15
14138,DLN5,A00120033,2.5-3cc PVC 注射空針,119.0,16
17930,DLN5,A00120033,2.5-3cc PVC 注射空針,168.0,17
18020,DLN5,A00120033,2.5-3cc PVC 注射空針,157.0,18
18095,DLN5,A00120033,2.5-3cc PVC 注射空針,123.0,19
18167,DLN5,A00120033,2.5-3cc PVC 注射空針,111.0,20
18245,DLN5,A00120033,2.5-3cc PVC 注射空針,126.0,21
22287,DLN5,A00120033,2.5-3cc PVC 注射空針,128.0,22
22374,DLN5,A00120033,2.5-3cc PVC 注射空針,143.0,23
22447,DLN5,A00120033,2.5-3cc PVC 注射空針,122.0,24
22529,DLN5,A00120033,2.5-3cc PVC 注射空針,120.0,25
26813,DLN5,A00120033,2.5-3cc PVC 注射空針,150.0,26
26920,DLN5,A00120033,2.5-3cc PVC 注射空針,195.0,27
27032,DLN5,A00120033,2.5-3cc PVC 注射空針,179.0,28
27111,DLN5,A00120033,2.5-3cc PVC 注射空針,125.0,29
31503,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,30
31591,DLN5,A00120033,2.5-3cc PVC 注射空針,138.0,31
31685,DLN5,A00120033,2.5-3cc PVC 注射空針,138.0,32
31783,DLN5,A00120033,2.5-3cc PVC 注射空針,154.0,33
31880,DLN5,A00120033,2.5-3cc PVC 注射空針,184.0,34
35706,DLN5,A00120033,2.5-3cc PVC 注射空針,240.0,35
35805,DLN5,A00120033,2.5-3cc PVC 注射空針,189.0,36
35901,DLN5,A00120033,2.5-3cc PVC 注射空針,153.0,37
35971,DLN5,A00120033,2.5-3cc PVC 注射空針,140.0,38
40728,DLN5,A00120033,2.5-3cc PVC 注射空針,200.0,39
40812,DLN5,A00120033,2.5-3cc PVC 注射空針,137.0,40
40885,DLN5,A00120033,2.5-3cc PVC 注射空針,123.0,41
40968,DLN5,A00120033,2.5-3cc PVC 注射空針,164.0,42
41068,DLN5,A00120033,2.5-3cc PVC 注射空針,184.0,43
44694,DLN5,A00120033,2.5-3cc PVC 注射空針,179.0,44
44793,DLN5,A00120033,2.5-3cc PVC 注射空針,175.0,45
44885,DLN5,A00120033,2.5-3cc PVC 注射空針,143.0,46
44978,DLN5,A00120033,2.5-3cc PVC 注射空針,187.0,47
48681,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,48
48756,DLN5,A00120033,2.5-3cc PVC 注射空針,164.0,49
48856,DLN5,A00120033,2.5-3cc PVC 注射空針,164.0,50
48954,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,51
49020,DLN5,A00120033,2.5-3cc PVC 注射空針,99.0,52
