,庫房,料號,品名,數量,週
3396,DLN5,B00206057,彈性繃帶-非滅菌,12.0,1
3416,DLN5,B00206057,彈性繃帶-非滅菌,26.0,2
3427,DLN5,B00206057,彈性繃帶-非滅菌,13.0,3
3434,DLN5,B00206057,彈性繃帶-非滅菌,18.0,4
7547,DLN5,B00206057,彈性繃帶-非滅菌,6.0,5
7549,DLN5,B00206057,彈性繃帶-非滅菌,2.0,6
7559,DLN5,B00206057,彈性繃帶-非滅菌,11.0,7
7578,DLN5,B00206057,彈性繃帶-非滅菌,27.0,8
11911,DLN5,B00206057,彈性繃帶-非滅菌,29.0,9
11925,DLN5,B00206057,彈性繃帶-非滅菌,17.0,10
11935,DLN5,B00206057,彈性繃帶-非滅菌,11.0,11
11952,DLN5,B00206057,彈性繃帶-非滅菌,19.0,12
16296,DLN5,B00206057,彈性繃帶-非滅菌,7.0,13
16305,DLN5,B00206057,彈性繃帶-非滅菌,12.0,14
16316,DLN5,B00206057,彈性繃帶-非滅菌,12.0,15
16326,DLN5,B00206057,彈性繃帶-非滅菌,10.0,16
16335,DLN5,B00206057,彈性繃帶-非滅菌,12.0,17
20547,DLN5,B00206057,彈性繃帶-非滅菌,18.0,18
20555,DLN5,B00206057,彈性繃帶-非滅菌,11.0,19
20557,DLN5,B00206057,彈性繃帶-非滅菌,2.0,20
20561,DLN5,B00206057,彈性繃帶-非滅菌,4.0,21
24968,DLN5,B00206057,彈性繃帶-非滅菌,8.0,22
24970,DLN5,B00206057,彈性繃帶-非滅菌,2.0,23
24974,DLN5,B00206057,彈性繃帶-非滅菌,6.0,24
24979,DLN5,B00206057,彈性繃帶-非滅菌,5.0,25
29721,DLN5,B00206057,彈性繃帶-非滅菌,4.0,26
29730,DLN5,B00206057,彈性繃帶-非滅菌,10.0,27
29738,DLN5,B00206057,彈性繃帶-非滅菌,15.0,28
29741,DLN5,B00206057,彈性繃帶-非滅菌,4.0,29
29746,DLN5,B00206057,彈性繃帶-非滅菌,8.0,30
34127,DLN5,B00206057,彈性繃帶-非滅菌,12.0,31
34133,DLN5,B00206057,彈性繃帶-非滅菌,10.0,32
34138,DLN5,B00206057,彈性繃帶-非滅菌,7.0,33
34147,DLN5,B00206057,彈性繃帶-非滅菌,12.0,34
38720,DLN5,B00206057,彈性繃帶-非滅菌,12.0,35
38727,DLN5,B00206057,彈性繃帶-非滅菌,8.0,36
38732,DLN5,B00206057,彈性繃帶-非滅菌,7.0,37
38738,DLN5,B00206057,彈性繃帶-非滅菌,9.0,38
43087,DLN5,B00206057,彈性繃帶-非滅菌,10.0,39
43092,DLN5,B00206057,彈性繃帶-非滅菌,6.0,40
43097,DLN5,B00206057,彈性繃帶-非滅菌,5.0,41
43105,DLN5,B00206057,彈性繃帶-非滅菌,10.0,42
43125,DLN5,B00206057,彈性繃帶-非滅菌,26.0,43
47160,DLN5,B00206057,彈性繃帶-非滅菌,24.0,44
47173,DLN5,B00206057,彈性繃帶-非滅菌,18.0,45
47184,DLN5,B00206057,彈性繃帶-非滅菌,21.0,46
47195,DLN5,B00206057,彈性繃帶-非滅菌,18.0,47
51466,DLN5,B00206057,彈性繃帶-非滅菌,25.0,48
51478,DLN5,B00206057,彈性繃帶-非滅菌,13.0,49
51487,DLN5,B00206057,彈性繃帶-非滅菌,13.0,50
51494,DLN5,B00206057,彈性繃帶-非滅菌,8.0,51
51498,DLN5,B00206057,彈性繃帶-非滅菌,6.0,52
