,庫房,料號,品名,數量,週
2662,DLN5,A04411285,全拋式採血器,119.0,1
2863,DLN5,A04411285,全拋式採血器,210.0,2
3119,DLN5,A04411285,全拋式採血器,265.0,3
3239,DLN5,A04411285,全拋式採血器,132.0,4
7133,DLN5,A04411285,全拋式採血器,233.0,5
7168,DLN5,A04411285,全拋式採血器,36.0,6
7290,DLN5,A04411285,全拋式採血器,122.0,7
7453,DLN5,A04411285,全拋式採血器,164.0,8
11284,DLN5,A04411285,全拋式採血器,172.0,9
11458,DLN5,A04411285,全拋式採血器,185.0,10
11668,DLN5,A04411285,全拋式採血器,215.0,11
11773,DLN5,A04411285,全拋式採血器,106.0,12
15648,DLN5,A04411285,全拋式採血器,124.0,13
15836,DLN5,A04411285,全拋式採血器,197.0,14
15976,DLN5,A04411285,全拋式採血器,145.0,15
16101,DLN5,A04411285,全拋式採血器,128.0,16
19731,DLN5,A04411285,全拋式採血器,155.0,17
19882,DLN5,A04411285,全拋式採血器,157.0,18
20064,DLN5,A04411285,全拋式採血器,199.0,19
20247,DLN5,A04411285,全拋式採血器,180.0,20
20446,DLN5,A04411285,全拋式採血器,199.0,21
24244,DLN5,A04411285,全拋式採血器,131.0,22
24439,DLN5,A04411285,全拋式採血器,196.0,23
24645,DLN5,A04411285,全拋式採血器,222.0,24
24805,DLN5,A04411285,全拋式採血器,163.0,25
29027,DLN5,A04411285,全拋式採血器,171.0,26
29173,DLN5,A04411285,全拋式採血器,154.0,27
29329,DLN5,A04411285,全拋式採血器,161.0,28
29494,DLN5,A04411285,全拋式採血器,168.0,29
33495,DLN5,A04411285,全拋式採血器,129.0,30
33602,DLN5,A04411285,全拋式採血器,115.0,31
33757,DLN5,A04411285,全拋式採血器,171.0,32
34042,DLN5,A04411285,全拋式採血器,111.0,33
33984,DLN5,A04411285,全拋式採血器,127.0,34
37922,DLN5,A04411285,全拋式採血器,250.0,35
38144,DLN5,A04411285,全拋式採血器,231.0,36
38342,DLN5,A04411285,全拋式採血器,204.0,37
38493,DLN5,A04411285,全拋式採血器,152.0,38
42494,DLN5,A04411285,全拋式採血器,201.0,39
42664,DLN5,A04411285,全拋式採血器,176.0,40
42784,DLN5,A04411285,全拋式採血器,126.0,41
42888,DLN5,A04411285,全拋式採血器,105.0,42
42998,DLN5,A04411285,全拋式採血器,112.0,43
46661,DLN5,A04411285,全拋式採血器,88.0,44
46760,DLN5,A04411285,全拋式採血器,101.0,45
46878,DLN5,A04411285,全拋式採血器,125.0,46
47036,DLN5,A04411285,全拋式採血器,180.0,47
50633,DLN5,A04411285,全拋式採血器,131.0,48
50769,DLN5,A04411285,全拋式採血器,146.0,49
50966,DLN5,A04411285,全拋式採血器,217.0,50
51224,DLN5,A04411285,全拋式採血器,271.0,51
51347,DLN5,A04411285,全拋式採血器,129.0,52
