,庫房,料號,品名,數量,週
1208,DLN5,A04411285,全拋式採血器,89.0,1
1259,DLN5,A04411285,全拋式採血器,97.0,2
1288,DLN5,A04411285,全拋式採血器,45.0,3
1303,DLN5,A04411285,全拋式採血器,33.0,4
4025,DLN5,A04411285,全拋式採血器,6.0,5
4071,DLN5,A04411285,全拋式採血器,124.0,6
4152,DLN5,A04411285,全拋式採血器,180.0,7
4210,DLN5,A04411285,全拋式採血器,121.0,8
8281,DLN5,A04411285,全拋式採血器,107.0,9
8348,DLN5,A04411285,全拋式採血器,166.0,10
8429,DLN5,A04411285,全拋式採血器,226.0,11
8521,DLN5,A04411285,全拋式採血器,247.0,12
8652,DLN5,A04411285,全拋式採血器,420.0,13
13821,DLN5,A04411285,全拋式採血器,470.0,14
13976,DLN5,A04411285,全拋式採血器,441.0,15
14122,DLN5,A04411285,全拋式採血器,405.0,16
14253,DLN5,A04411285,全拋式採血器,377.0,17
19100,DLN5,A04411285,全拋式採血器,299.0,18
19225,DLN5,A04411285,全拋式採血器,301.0,19
19328,DLN5,A04411285,全拋式採血器,289.0,20
19410,DLN5,A04411285,全拋式採血器,206.0,21
19496,DLN5,A04411285,全拋式採血器,220.0,22
23766,DLN5,A04411285,全拋式採血器,193.0,23
23881,DLN5,A04411285,全拋式採血器,318.0,24
23963,DLN5,A04411285,全拋式採血器,178.0,25
24046,DLN5,A04411285,全拋式採血器,210.0,26
28425,DLN5,A04411285,全拋式採血器,255.0,27
28551,DLN5,A04411285,全拋式採血器,293.0,28
28638,DLN5,A04411285,全拋式採血器,187.0,29
28727,DLN5,A04411285,全拋式採血器,198.0,30
33234,DLN5,A04411285,全拋式採血器,190.0,31
33320,DLN5,A04411285,全拋式採血器,188.0,32
33414,DLN5,A04411285,全拋式採血器,242.0,33
33497,DLN5,A04411285,全拋式採血器,197.0,34
33608,DLN5,A04411285,全拋式採血器,254.0,35
38001,DLN5,A04411285,全拋式採血器,185.0,36
38093,DLN5,A04411285,全拋式採血器,241.0,37
38177,DLN5,A04411285,全拋式採血器,224.0,38
38295,DLN5,A04411285,全拋式採血器,173.0,39
42605,DLN5,A04411285,全拋式採血器,161.0,40
42710,DLN5,A04411285,全拋式採血器,121.0,41
42935,DLN5,A04411285,全拋式採血器,248.0,42
43216,DLN5,A04411285,全拋式採血器,289.0,43
47896,DLN5,A04411285,全拋式採血器,246.0,44
48050,DLN5,A04411285,全拋式採血器,159.0,45
48189,DLN5,A04411285,全拋式採血器,148.0,46
48354,DLN5,A04411285,全拋式採血器,174.0,47
48495,DLN5,A04411285,全拋式採血器,146.0,48
52831,DLN5,A04411285,全拋式採血器,287.0,49
53007,DLN5,A04411285,全拋式採血器,204.0,50
53170,DLN5,A04411285,全拋式採血器,168.0,51
53318,DLN5,A04411285,全拋式採血器,152.0,52
