,庫房,料號,品名,數量,週,工作日,帳務日期
7728,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,1,True,2021/1/8
7731,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,2,True,2021/1/15
7733,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,3,True,2021/1/19
7741,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,8,4,False,2021/1/31
14536,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,5,True,2021/2/4
14539,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,6,False,2021/2/11
14541,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,7,True,2021/2/20
14543,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,8,True,2021/2/25
21873,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,9,False,2021/3/6
21876,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,10,True,2021/3/12
21885,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,6,11,False,2021/3/21
21884,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,12,True,2021/3/26
29359,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,13,False,2021/4/4
29360,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,1,14,False,2021/4/11
29362,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,15,True,2021/4/14
29363,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,1,16,False,2021/4/24
38042,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,17,False,2021/5/2
38048,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,6,18,True,2021/5/8
38051,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,19,True,2021/5/14
38052,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,1,20,True,2021/5/20
38055,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,21,False,2021/5/30
46697,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,6,22,False,2021/6/6
46701,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,23,False,2021/6/12
46704,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,24,False,2021/6/20
46705,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,1,25,False,2021/6/26
55932,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,26,False,2021/7/4
55935,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,27,True,2021/7/9
55939,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,28,False,2021/7/17
55943,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,29,False,2021/7/24
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,30,False,2021/1/1
64501,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,5,31,True,2021/8/5
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,32,False,2021/1/1
64505,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,33,False,2021/8/21
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,34,False,2021/1/1
72976,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,5,35,True,2021/9/3
72978,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,36,True,2021/9/9
72980,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,37,True,2021/9/17
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,38,False,2021/1/1
80321,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,39,False,2021/10/1
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,40,False,2021/1/1
80327,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,6,41,False,2021/10/16
80331,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,4,42,False,2021/10/24
80334,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,43,True,2021/10/29
88418,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,44,True,2021/11/4
88421,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,3,45,False,2021/11/14
88423,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,46,True,2021/11/15
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,47,False,2021/1/1
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,48,False,2021/1/1
7726,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,0,49,False,2021/1/1
95173,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,2,50,False,2021/12/19
95174,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,1,51,True,2021/12/23
95175,DLN6,T01101024,噴霧氧氣口罩，Aerosol Mask,1,52,True,2021/12/29
