,庫房,料號,品名,數量,週,工作日,帳務日期
6207,DLN6,F36005006,單一無菌引流袋 500cc,1,1,False,2021/1/10
6208,DLN6,F36005006,單一無菌引流袋 500cc,1,2,True,2021/1/12
6210,DLN6,F36005006,單一無菌引流袋 500cc,2,3,True,2021/1/22
6213,DLN6,F36005006,單一無菌引流袋 500cc,3,4,False,2021/1/31
13225,DLN6,F36005006,單一無菌引流袋 500cc,1,5,True,2021/2/4
13227,DLN6,F36005006,單一無菌引流袋 500cc,2,6,True,2021/2/10
13230,DLN6,F36005006,單一無菌引流袋 500cc,3,7,False,2021/2/21
13231,DLN6,F36005006,單一無菌引流袋 500cc,1,8,True,2021/2/24
20583,DLN6,F36005006,單一無菌引流袋 500cc,1,9,True,2021/3/4
20588,DLN6,F36005006,單一無菌引流袋 500cc,5,10,True,2021/3/12
20589,DLN6,F36005006,單一無菌引流袋 500cc,1,11,True,2021/3/19
20590,DLN6,F36005006,單一無菌引流袋 500cc,1,12,False,2021/3/28
6206,DLN6,F36005006,單一無菌引流袋 500cc,0,13,False,2021/1/3
27934,DLN6,F36005006,單一無菌引流袋 500cc,1,14,True,2021/4/7
27936,DLN6,F36005006,單一無菌引流袋 500cc,2,15,False,2021/4/18
27938,DLN6,F36005006,單一無菌引流袋 500cc,2,16,False,2021/4/24
36211,DLN6,F36005006,單一無菌引流袋 500cc,2,17,False,2021/5/1
36217,DLN6,F36005006,單一無菌引流袋 500cc,7,18,True,2021/5/7
36220,DLN6,F36005006,單一無菌引流袋 500cc,3,19,False,2021/5/15
36223,DLN6,F36005006,單一無菌引流袋 500cc,3,20,False,2021/5/23
36224,DLN6,F36005006,單一無菌引流袋 500cc,1,21,False,2021/5/29
44871,DLN6,F36005006,單一無菌引流袋 500cc,4,22,False,2021/6/6
44874,DLN6,F36005006,單一無菌引流袋 500cc,4,23,False,2021/6/12
44876,DLN6,F36005006,單一無菌引流袋 500cc,2,24,False,2021/6/19
44880,DLN6,F36005006,單一無菌引流袋 500cc,4,25,False,2021/6/26
54227,DLN6,F36005006,單一無菌引流袋 500cc,4,26,False,2021/7/4
54233,DLN6,F36005006,單一無菌引流袋 500cc,6,27,False,2021/7/11
54237,DLN6,F36005006,單一無菌引流袋 500cc,4,28,True,2021/7/16
54241,DLN6,F36005006,單一無菌引流袋 500cc,4,29,False,2021/7/25
54245,DLN6,F36005006,單一無菌引流袋 500cc,4,30,False,2021/7/31
62583,DLN6,F36005006,單一無菌引流袋 500cc,2,31,False,2021/8/7
62585,DLN6,F36005006,單一無菌引流袋 500cc,2,32,True,2021/8/12
62587,DLN6,F36005006,單一無菌引流袋 500cc,2,33,False,2021/8/21
6206,DLN6,F36005006,單一無菌引流袋 500cc,0,34,False,2021/1/3
71058,DLN6,F36005006,單一無菌引流袋 500cc,3,35,True,2021/9/3
71061,DLN6,F36005006,單一無菌引流袋 500cc,3,36,False,2021/9/12
71062,DLN6,F36005006,單一無菌引流袋 500cc,1,37,True,2021/9/18
6206,DLN6,F36005006,單一無菌引流袋 500cc,0,38,False,2021/1/3
71064,DLN6,F36005006,單一無菌引流袋 500cc,2,39,True,2021/9/28
78728,DLN6,F36005006,單一無菌引流袋 500cc,2,40,False,2021/10/6
78732,DLN6,F36005006,單一無菌引流袋 500cc,4,41,True,2021/10/15
78734,DLN6,F36005006,單一無菌引流袋 500cc,2,42,False,2021/10/24
6206,DLN6,F36005006,單一無菌引流袋 500cc,0,43,False,2021/1/3
86767,DLN6,F36005006,單一無菌引流袋 500cc,2,44,True,2021/11/2
86771,DLN6,F36005006,單一無菌引流袋 500cc,4,45,False,2021/11/13
86775,DLN6,F36005006,單一無菌引流袋 500cc,4,46,True,2021/11/16
86777,DLN6,F36005006,單一無菌引流袋 500cc,2,47,True,2021/11/26
93675,DLN6,F36005006,單一無菌引流袋 500cc,2,48,False,2021/12/5
93678,DLN6,F36005006,單一無菌引流袋 500cc,3,49,False,2021/12/11
6206,DLN6,F36005006,單一無菌引流袋 500cc,0,50,False,2021/1/3
93679,DLN6,F36005006,單一無菌引流袋 500cc,1,51,True,2021/12/21
6206,DLN6,F36005006,單一無菌引流袋 500cc,0,52,False,2021/1/3
