,庫房,料號,品名,數量,週,工作日,帳務日期
7301,DLN6,I20100104,心電圖電極貼片,48,1,False,2021/1/10
7311,DLN6,I20100104,心電圖電極貼片,33,2,False,2021/1/17
7331,DLN6,I20100104,心電圖電極貼片,66,3,False,2021/1/24
7347,DLN6,I20100104,心電圖電極貼片,48,4,False,2021/1/31
14174,DLN6,I20100104,心電圖電極貼片,63,5,True,2021/2/7
14187,DLN6,I20100104,心電圖電極貼片,48,6,False,2021/2/14
14205,DLN6,I20100104,心電圖電極貼片,54,7,False,2021/2/21
14215,DLN6,I20100104,心電圖電極貼片,37,8,False,2021/2/28
21434,DLN6,I20100104,心電圖電極貼片,48,9,False,2021/3/7
21455,DLN6,I20100104,心電圖電極貼片,63,10,False,2021/3/14
21477,DLN6,I20100104,心電圖電極貼片,75,11,False,2021/3/21
21489,DLN6,I20100104,心電圖電極貼片,28,12,False,2021/3/28
28949,DLN6,I20100104,心電圖電極貼片,42,13,False,2021/4/4
28958,DLN6,I20100104,心電圖電極貼片,40,14,False,2021/4/11
28979,DLN6,I20100104,心電圖電極貼片,63,15,False,2021/4/18
29002,DLN6,I20100104,心電圖電極貼片,69,16,True,2021/4/25
37485,DLN6,I20100104,心電圖電極貼片,84,17,False,2021/5/2
37511,DLN6,I20100104,心電圖電極貼片,78,18,False,2021/5/9
37535,DLN6,I20100104,心電圖電極貼片,72,19,False,2021/5/16
37575,DLN6,I20100104,心電圖電極貼片,138,20,False,2021/5/23
37610,DLN6,I20100104,心電圖電極貼片,108,21,False,2021/5/30
46210,DLN6,I20100104,心電圖電極貼片,96,22,False,2021/6/6
46238,DLN6,I20100104,心電圖電極貼片,87,23,False,2021/6/13
46261,DLN6,I20100104,心電圖電極貼片,72,24,False,2021/6/20
46289,DLN6,I20100104,心電圖電極貼片,85,25,False,2021/6/27
55391,DLN6,I20100104,心電圖電極貼片,42,26,False,2021/7/4
55416,DLN6,I20100104,心電圖電極貼片,78,27,False,2021/7/11
55429,DLN6,I20100104,心電圖電極貼片,39,28,True,2021/7/15
55465,DLN6,I20100104,心電圖電極貼片,108,29,False,2021/7/25
64031,DLN6,I20100104,心電圖電極貼片,87,30,False,2021/8/1
64061,DLN6,I20100104,心電圖電極貼片,96,31,False,2021/8/8
64084,DLN6,I20100104,心電圖電極貼片,75,32,False,2021/8/15
64099,DLN6,I20100104,心電圖電極貼片,45,33,False,2021/8/21
64108,DLN6,I20100104,心電圖電極貼片,27,34,False,2021/8/29
72493,DLN6,I20100104,心電圖電極貼片,87,35,False,2021/9/5
72534,DLN6,I20100104,心電圖電極貼片,123,36,False,2021/9/12
72569,DLN6,I20100104,心電圖電極貼片,108,37,False,2021/9/19
72605,DLN6,I20100104,心電圖電極貼片,114,38,True,2021/9/26
79909,DLN6,I20100104,心電圖電極貼片,122,39,False,2021/10/3
79931,DLN6,I20100104,心電圖電極貼片,66,40,False,2021/10/10
79976,DLN6,I20100104,心電圖電極貼片,147,41,False,2021/10/17
80010,DLN6,I20100104,心電圖電極貼片,102,42,False,2021/10/24
80028,DLN6,I20100104,心電圖電極貼片,55,43,False,2021/10/31
88024,DLN6,I20100104,心電圖電極貼片,78,44,False,2021/11/7
88057,DLN6,I20100104,心電圖電極貼片,102,45,False,2021/11/14
88093,DLN6,I20100104,心電圖電極貼片,111,46,False,2021/11/21
88142,DLN6,I20100104,心電圖電極貼片,147,47,False,2021/11/28
94848,DLN6,I20100104,心電圖電極貼片,102,48,False,2021/12/5
94873,DLN6,I20100104,心電圖電極貼片,75,49,False,2021/12/12
94901,DLN6,I20100104,心電圖電極貼片,84,50,False,2021/12/19
94920,DLN6,I20100104,心電圖電極貼片,60,51,False,2021/12/26
94925,DLN6,I20100104,心電圖電極貼片,16,52,True,2021/12/29
