,庫房,料號,品名,數量,週,工作日,帳務日期
4966,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),1,1,True,2021/1/4
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,2,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,3,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,4,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,5,False,2021/1/1
12104,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),1,6,True,2021/2/9
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,7,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,8,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,9,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,10,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,11,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,12,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,13,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,14,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,15,False,2021/1/1
26835,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),1,16,True,2021/4/23
26836,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),12,17,True,2021/4/29
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,18,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,19,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,20,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,21,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,22,False,2021/1/1
43602,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),1,23,True,2021/6/7
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,24,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,25,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,26,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,27,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,28,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,29,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,30,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,31,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,32,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,33,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,34,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,35,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,36,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,37,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,38,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,39,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,40,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,41,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,42,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,43,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,44,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,45,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,46,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,47,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,48,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,49,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,50,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,51,False,2021/1/1
4965,DLN6,B08518181,滅菌腹部墊18x18〞(45x45cm),0,52,False,2021/1/1
