,庫房,料號,品名,數量,週,工作日,帳務日期
7497,DLN6,K80004044,Push Button Blood Collection,94,1,False,2021/1/10
7585,DLN6,K80004044,Push Button Blood Collection,122,2,False,2021/1/17
7651,DLN6,K80004044,Push Button Blood Collection,92,3,False,2021/1/24
7717,DLN6,K80004044,Push Button Blood Collection,92,4,False,2021/1/30
14350,DLN6,K80004044,Push Button Blood Collection,93,5,True,2021/2/7
14407,DLN6,K80004044,Push Button Blood Collection,75,6,False,2021/2/14
14465,DLN6,K80004044,Push Button Blood Collection,70,7,True,2021/2/20
14533,DLN6,K80004044,Push Button Blood Collection,94,8,False,2021/2/28
21626,DLN6,K80004044,Push Button Blood Collection,88,9,False,2021/3/7
21683,DLN6,K80004044,Push Button Blood Collection,76,10,False,2021/3/14
21740,DLN6,K80004044,Push Button Blood Collection,76,11,False,2021/3/21
21828,DLN6,K80004044,Push Button Blood Collection,127,12,False,2021/3/28
29110,DLN6,K80004044,Push Button Blood Collection,95,13,False,2021/4/4
29178,DLN6,K80004044,Push Button Blood Collection,83,14,False,2021/4/11
29344,DLN6,K80004044,Push Button Blood Collection,77,15,False,2021/4/18
29295,DLN6,K80004044,Push Button Blood Collection,70,16,True,2021/4/25
37707,DLN6,K80004044,Push Button Blood Collection,98,17,False,2021/5/2
37778,DLN6,K80004044,Push Button Blood Collection,101,18,False,2021/5/9
37841,DLN6,K80004044,Push Button Blood Collection,86,19,False,2021/5/16
38013,DLN6,K80004044,Push Button Blood Collection,126,20,True,2021/5/21
38014,DLN6,K80004044,Push Button Blood Collection,128,21,False,2021/5/30
46427,DLN6,K80004044,Push Button Blood Collection,95,22,False,2021/6/6
46500,DLN6,K80004044,Push Button Blood Collection,107,23,False,2021/6/13
46679,DLN6,K80004044,Push Button Blood Collection,86,24,False,2021/6/19
46650,DLN6,K80004044,Push Button Blood Collection,115,25,False,2021/6/27
55596,DLN6,K80004044,Push Button Blood Collection,100,26,False,2021/7/4
55694,DLN6,K80004044,Push Button Blood Collection,138,27,False,2021/7/11
55776,DLN6,K80004044,Push Button Blood Collection,117,28,False,2021/7/18
55851,DLN6,K80004044,Push Button Blood Collection,101,29,False,2021/7/25
64172,DLN6,K80004044,Push Button Blood Collection,120,30,False,2021/8/1
64237,DLN6,K80004044,Push Button Blood Collection,83,31,False,2021/8/8
64306,DLN6,K80004044,Push Button Blood Collection,100,32,False,2021/8/15
64380,DLN6,K80004044,Push Button Blood Collection,102,33,False,2021/8/22
64458,DLN6,K80004044,Push Button Blood Collection,104,34,False,2021/8/29
72732,DLN6,K80004044,Push Button Blood Collection,86,35,False,2021/9/4
72793,DLN6,K80004044,Push Button Blood Collection,106,36,False,2021/9/12
72862,DLN6,K80004044,Push Button Blood Collection,111,37,False,2021/9/19
72927,DLN6,K80004044,Push Button Blood Collection,121,38,False,2021/9/25
80098,DLN6,K80004044,Push Button Blood Collection,113,39,False,2021/10/3
80161,DLN6,K80004044,Push Button Blood Collection,99,40,False,2021/10/10
80219,DLN6,K80004044,Push Button Blood Collection,102,41,False,2021/10/17
80264,DLN6,K80004044,Push Button Blood Collection,79,42,False,2021/10/24
80318,DLN6,K80004044,Push Button Blood Collection,86,43,False,2021/10/31
88259,DLN6,K80004044,Push Button Blood Collection,74,44,False,2021/11/7
88304,DLN6,K80004044,Push Button Blood Collection,64,45,False,2021/11/14
88347,DLN6,K80004044,Push Button Blood Collection,62,46,False,2021/11/21
88395,DLN6,K80004044,Push Button Blood Collection,69,47,False,2021/11/28
95011,DLN6,K80004044,Push Button Blood Collection,56,48,False,2021/12/5
95052,DLN6,K80004044,Push Button Blood Collection,79,49,False,2021/12/12
95096,DLN6,K80004044,Push Button Blood Collection,66,50,False,2021/12/19
95147,DLN6,K80004044,Push Button Blood Collection,67,51,False,2021/12/26
95171,DLN6,K80004044,Push Button Blood Collection,39,52,True,2021/12/30
