,庫房,料號,品名,數量,週,工作日,帳務日期
4656,DLN8,T01612024,不再吸入口罩,1.0,1,True,2021-01-06
4658,DLN8,T01612024,不再吸入口罩,2.0,2,False,2021-01-17
4660,DLN8,T01612024,不再吸入口罩,2.0,3,True,2021-01-22
4661,DLN8,T01612024,不再吸入口罩,1.0,4,True,2021-01-29
4656,DLN8,T01612024,不再吸入口罩,0.0,5,True,2021-01-06
9541,DLN8,T01612024,不再吸入口罩,1.0,6,True,2021-02-08
4656,DLN8,T01612024,不再吸入口罩,0.0,7,True,2021-01-06
9542,DLN8,T01612024,不再吸入口罩,1.0,8,True,2021-02-24
4656,DLN8,T01612024,不再吸入口罩,0.0,9,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,10,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,11,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,12,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,13,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,14,True,2021-01-06
19148,DLN8,T01612024,不再吸入口罩,2.0,15,False,2021-04-17
19149,DLN8,T01612024,不再吸入口罩,1.0,16,True,2021-04-19
19150,DLN8,T01612024,不再吸入口罩,1.0,17,True,2021-04-26
4656,DLN8,T01612024,不再吸入口罩,0.0,18,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,19,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,20,True,2021-01-06
21656,DLN8,T01612024,不再吸入口罩,2.0,21,True,2021-05-27
4656,DLN8,T01612024,不再吸入口罩,0.0,22,True,2021-01-06
22620,DLN8,T01612024,不再吸入口罩,3.0,23,False,2021-06-12
22622,DLN8,T01612024,不再吸入口罩,2.0,24,True,2021-06-17
4656,DLN8,T01612024,不再吸入口罩,0.0,25,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,26,True,2021-01-06
26114,DLN8,T01612024,不再吸入口罩,1.0,27,True,2021-07-06
4656,DLN8,T01612024,不再吸入口罩,0.0,28,True,2021-01-06
26115,DLN8,T01612024,不再吸入口罩,1.0,29,True,2021-07-21
26118,DLN8,T01612024,不再吸入口罩,3.0,30,True,2021-07-29
4656,DLN8,T01612024,不再吸入口罩,0.0,31,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,32,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,33,True,2021-01-06
29982,DLN8,T01612024,不再吸入口罩,1.0,34,True,2021-08-24
33346,DLN8,T01612024,不再吸入口罩,1.0,35,False,2021-09-05
4656,DLN8,T01612024,不再吸入口罩,0.0,36,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,37,True,2021-01-06
33347,DLN8,T01612024,不再吸入口罩,1.0,38,True,2021-09-23
4656,DLN8,T01612024,不再吸入口罩,0.0,39,True,2021-01-06
36785,DLN8,T01612024,不再吸入口罩,1.0,40,True,2021-10-09
4656,DLN8,T01612024,不再吸入口罩,0.0,41,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,42,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,43,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,44,True,2021-01-06
39873,DLN8,T01612024,不再吸入口罩,1.0,45,False,2021-11-14
39875,DLN8,T01612024,不再吸入口罩,2.0,46,True,2021-11-18
4656,DLN8,T01612024,不再吸入口罩,0.0,47,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,48,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,49,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,50,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,51,True,2021-01-06
4656,DLN8,T01612024,不再吸入口罩,0.0,52,True,2021-01-06
