,庫房,料號,品名,數量,週,工作日,帳務日期
3012,DLN8,B03110120,人工薄膜,6.0,1,False,2021-01-10
3020,DLN8,B03110120,人工薄膜,9.0,2,False,2021-01-17
3024,DLN8,B03110120,人工薄膜,4.0,3,False,2021-01-24
3030,DLN8,B03110120,人工薄膜,12.0,4,False,2021-01-30
7871,DLN8,B03110120,人工薄膜,2.0,5,True,2021-02-05
7877,DLN8,B03110120,人工薄膜,6.0,6,False,2021-02-12
7880,DLN8,B03110120,人工薄膜,3.0,7,False,2021-02-17
7891,DLN8,B03110120,人工薄膜,12.0,8,False,2021-02-28
12866,DLN8,B03110120,人工薄膜,17.0,9,False,2021-03-07
12878,DLN8,B03110120,人工薄膜,14.0,10,False,2021-03-14
12891,DLN8,B03110120,人工薄膜,13.0,11,False,2021-03-21
12901,DLN8,B03110120,人工薄膜,16.0,12,False,2021-03-28
17603,DLN8,B03110120,人工薄膜,17.0,13,False,2021-04-04
17611,DLN8,B03110120,人工薄膜,9.0,14,False,2021-04-11
17614,DLN8,B03110120,人工薄膜,3.0,15,True,2021-04-16
17625,DLN8,B03110120,人工薄膜,14.0,16,True,2021-04-25
20821,DLN8,B03110120,人工薄膜,11.0,17,False,2021-05-02
20831,DLN8,B03110120,人工薄膜,26.0,18,False,2021-05-09
20835,DLN8,B03110120,人工薄膜,4.0,19,True,2021-05-13
20836,DLN8,B03110120,人工薄膜,1.0,20,True,2021-05-19
20837,DLN8,B03110120,人工薄膜,1.0,21,True,2021-05-27
3005,DLN8,B03110120,人工薄膜,0.0,22,False,2021-01-02
22280,DLN8,B03110120,人工薄膜,1.0,23,True,2021-06-11
3005,DLN8,B03110120,人工薄膜,0.0,24,False,2021-01-02
3005,DLN8,B03110120,人工薄膜,0.0,25,False,2021-01-02
24902,DLN8,B03110120,人工薄膜,1.0,26,True,2021-07-02
24907,DLN8,B03110120,人工薄膜,7.0,27,False,2021-07-11
24922,DLN8,B03110120,人工薄膜,36.0,28,False,2021-07-18
24927,DLN8,B03110120,人工薄膜,8.0,29,False,2021-07-24
24928,DLN8,B03110120,人工薄膜,1.0,30,True,2021-07-26
28743,DLN8,B03110120,人工薄膜,7.0,31,True,2021-08-06
28744,DLN8,B03110120,人工薄膜,1.0,32,True,2021-08-10
28753,DLN8,B03110120,人工薄膜,10.0,33,False,2021-08-22
28756,DLN8,B03110120,人工薄膜,3.0,34,True,2021-08-25
32260,DLN8,B03110120,人工薄膜,9.0,35,False,2021-09-04
32266,DLN8,B03110120,人工薄膜,10.0,36,False,2021-09-12
32275,DLN8,B03110120,人工薄膜,14.0,37,True,2021-09-18
32278,DLN8,B03110120,人工薄膜,3.0,38,True,2021-09-26
35642,DLN8,B03110120,人工薄膜,7.0,39,False,2021-10-03
35645,DLN8,B03110120,人工薄膜,3.0,40,True,2021-10-08
35646,DLN8,B03110120,人工薄膜,3.0,41,True,2021-10-14
35651,DLN8,B03110120,人工薄膜,5.0,42,False,2021-10-24
35653,DLN8,B03110120,人工薄膜,2.0,43,True,2021-10-29
38894,DLN8,B03110120,人工薄膜,3.0,44,False,2021-11-07
38903,DLN8,B03110120,人工薄膜,10.0,45,False,2021-11-14
38911,DLN8,B03110120,人工薄膜,10.0,46,False,2021-11-21
38918,DLN8,B03110120,人工薄膜,8.0,47,True,2021-11-25
41973,DLN8,B03110120,人工薄膜,8.0,48,False,2021-12-05
41980,DLN8,B03110120,人工薄膜,13.0,49,False,2021-12-11
41981,DLN8,B03110120,人工薄膜,2.0,50,False,2021-12-18
41983,DLN8,B03110120,人工薄膜,2.0,51,False,2021-12-26
41986,DLN8,B03110120,人工薄膜,3.0,52,True,2021-12-28
