,庫房,料號,品名,數量,週,工作日,帳務日期
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,1,False,2021-01-10
3077,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,2,True,2021-01-12
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,3,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,4,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,5,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,6,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,7,False,2021-01-10
7932,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,8,True,2021-02-26
12950,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,9,True,2021-03-03
12951,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,10,True,2021-03-09
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,11,False,2021-01-10
12952,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,12,True,2021-03-23
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,13,False,2021-01-10
17665,DLN8,C00211067,橡皮導尿管1wayNo12美規,2.0,14,False,2021-04-11
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,15,False,2021-01-10
17666,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,16,False,2021-04-24
17667,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,17,True,2021-04-29
20861,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,18,False,2021-05-05
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,19,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,20,False,2021-01-10
20862,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,21,True,2021-05-25
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,22,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,23,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,24,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,25,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,26,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,27,False,2021-01-10
24953,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,28,True,2021-07-16
24954,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,29,True,2021-07-22
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,30,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,31,False,2021-01-10
28791,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,32,True,2021-08-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,33,False,2021-01-10
28792,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,34,False,2021-08-29
32320,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,35,False,2021-09-04
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,36,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,37,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,38,False,2021-01-10
32321,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,39,True,2021-09-29
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,40,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,41,False,2021-01-10
35690,DLN8,C00211067,橡皮導尿管1wayNo12美規,1.0,42,True,2021-10-20
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,43,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,44,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,45,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,46,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,47,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,48,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,49,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,50,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,51,False,2021-01-10
3076,DLN8,C00211067,橡皮導尿管1wayNo12美規,0.0,52,False,2021-01-10
