,庫房,料號,品名,數量,週,工作日,帳務日期
2817,DLN8,A46443607,硝酸甘油輸液套,2.0,1,False,2021-01-09
2818,DLN8,A46443607,硝酸甘油輸液套,1.0,2,True,2021-01-13
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,3,True,2021-01-04
2819,DLN8,A46443607,硝酸甘油輸液套,1.0,4,True,2021-01-25
7666,DLN8,A46443607,硝酸甘油輸液套,1.0,5,True,2021-02-02
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,6,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,7,True,2021-01-04
7667,DLN8,A46443607,硝酸甘油輸液套,1.0,8,True,2021-02-26
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,9,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,10,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,11,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,12,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,13,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,14,True,2021-01-04
17395,DLN8,A46443607,硝酸甘油輸液套,2.0,15,True,2021-04-15
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,16,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,17,True,2021-01-04
20684,DLN8,A46443607,硝酸甘油輸液套,0.0,18,True,2021-05-08
20685,DLN8,A46443607,硝酸甘油輸液套,1.0,19,True,2021-05-10
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,20,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,21,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,22,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,23,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,24,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,25,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,26,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,27,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,28,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,29,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,30,True,2021-01-04
28583,DLN8,A46443607,硝酸甘油輸液套,1.0,31,True,2021-08-03
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,32,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,33,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,34,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,35,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,36,True,2021-01-04
32092,DLN8,A46443607,硝酸甘油輸液套,1.0,37,True,2021-09-18
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,38,True,2021-01-04
35466,DLN8,A46443607,硝酸甘油輸液套,2.0,39,False,2021-10-02
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,40,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,41,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,42,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,43,True,2021-01-04
38724,DLN8,A46443607,硝酸甘油輸液套,1.0,44,False,2021-11-06
38727,DLN8,A46443607,硝酸甘油輸液套,2.0,45,True,2021-11-12
38729,DLN8,A46443607,硝酸甘油輸液套,1.0,46,True,2021-11-18
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,47,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,48,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,49,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,50,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,51,True,2021-01-04
2815,DLN8,A46443607,硝酸甘油輸液套,0.0,52,True,2021-01-04
