,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
331,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,1,False,2022-01-03,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,2,False,2022-01-01,202201.0,C-計價
333,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,5.0,3,True,2022-01-20,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,4,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,5,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,6,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,7,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,8,False,2022-01-01,202201.0,C-計價
337,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,10.0,9,False,2022-03-05,,
339,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,6.0,10,True,2022-03-11,,
340,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,11,False,2022-03-19,,
341,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,12,True,2022-03-21,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,13,False,2022-01-01,202201.0,C-計價
342,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,2.0,14,True,2022-04-07,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,15,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,16,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,17,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,18,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,19,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,20,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,21,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,22,False,2022-01-01,202201.0,C-計價
344,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,10.0,23,False,2022-06-11,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,24,False,2022-01-01,202201.0,C-計價
345,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,25,True,2022-06-20,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,26,False,2022-01-01,202201.0,C-計價
347,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,2.0,27,False,2022-07-09,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,28,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,29,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,30,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,31,False,2022-01-01,202201.0,C-計價
348,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,6.0,32,True,2022-08-08,,
349,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,33,False,2022-08-20,,
351,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,2.0,34,False,2022-08-28,,
352,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,35,True,2022-08-29,,
353,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,1.0,36,False,2022-09-10,,
355,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,2.0,37,True,2022-09-13,,
356,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,4.0,38,False,2022-09-25,,
357,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,2.0,39,True,2022-09-27,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,40,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,41,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,42,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,43,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,44,False,2022-01-01,202201.0,C-計價
360,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,3.0,45,False,2022-11-13,,
362,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,3.0,46,True,2022-11-18,,
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,47,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,48,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,49,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,50,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,51,False,2022-01-01,202201.0,C-計價
330,DLN3,A02312182,〞美迪克〞安全性靜脈留置針  24G,3.0,52,False,2022-01-01,,
