,庫房,料號,品名,數量,週
43370,DLN5,A04411285,全拋式採血器,135.0,1
2099,DLN5,A04411285,全拋式採血器,170.0,2
2175,DLN5,A04411285,全拋式採血器,157.0,3
2231,DLN5,A04411285,全拋式採血器,121.0,4
5672,DLN5,A04411285,全拋式採血器,109.0,5
5743,DLN5,A04411285,全拋式採血器,235.0,6
5834,DLN5,A04411285,全拋式採血器,228.0,7
5930,DLN5,A04411285,全拋式採血器,217.0,8
9657,DLN5,A04411285,全拋式採血器,246.0,9
9735,DLN5,A04411285,全拋式採血器,198.0,10
9784,DLN5,A04411285,全拋式採血器,98.0,11
9848,DLN5,A04411285,全拋式採血器,156.0,12
9924,DLN5,A04411285,全拋式採血器,169.0,13
13481,DLN5,A04411285,全拋式採血器,148.0,14
13560,DLN5,A04411285,全拋式採血器,159.0,15
13656,DLN5,A04411285,全拋式採血器,195.0,16
13736,DLN5,A04411285,全拋式採血器,174.0,17
17277,DLN5,A04411285,全拋式採血器,144.0,18
17338,DLN5,A04411285,全拋式採血器,119.0,19
17400,DLN5,A04411285,全拋式採血器,113.0,20
17431,DLN5,A04411285,全拋式採血器,54.0,21
20676,DLN5,A04411285,全拋式採血器,120.0,22
20714,DLN5,A04411285,全拋式採血器,89.0,23
20779,DLN5,A04411285,全拋式採血器,118.0,24
20825,DLN5,A04411285,全拋式採血器,87.0,25
20890,DLN5,A04411285,全拋式採血器,130.0,26
24294,DLN5,A04411285,全拋式採血器,110.0,27
24325,DLN5,A04411285,全拋式採血器,48.0,28
24380,DLN5,A04411285,全拋式採血器,121.0,29
24457,DLN5,A04411285,全拋式採血器,196.0,30
27883,DLN5,A04411285,全拋式採血器,189.0,31
27952,DLN5,A04411285,全拋式採血器,142.0,32
28041,DLN5,A04411285,全拋式採血器,197.0,33
28100,DLN5,A04411285,全拋式採血器,112.0,34
31602,DLN5,A04411285,全拋式採血器,149.0,35
31690,DLN5,A04411285,全拋式採血器,169.0,36
31764,DLN5,A04411285,全拋式採血器,167.0,37
31852,DLN5,A04411285,全拋式採血器,225.0,38
31926,DLN5,A04411285,全拋式採血器,140.0,39
35472,DLN5,A04411285,全拋式採血器,164.0,40
35546,DLN5,A04411285,全拋式採血器,170.0,41
35596,DLN5,A04411285,全拋式採血器,85.0,42
35641,DLN5,A04411285,全拋式採血器,78.0,43
39045,DLN5,A04411285,全拋式採血器,136.0,44
39106,DLN5,A04411285,全拋式採血器,147.0,45
39180,DLN5,A04411285,全拋式採血器,154.0,46
39259,DLN5,A04411285,全拋式採血器,185.0,47
43042,DLN5,A04411285,全拋式採血器,218.0,48
43125,DLN5,A04411285,全拋式採血器,158.0,49
43201,DLN5,A04411285,全拋式採血器,151.0,50
43290,DLN5,A04411285,全拋式採血器,191.0,51
43352,DLN5,A04411285,全拋式採血器,137.0,52
