,庫房,料號,品名,數量,週
41287,DLN5,A00120033,2.5-3cc PVC 注射空針,161.0,1
184,DLN5,A00120033,2.5-3cc PVC 注射空針,199.0,2
267,DLN5,A00120033,2.5-3cc PVC 注射空針,138.0,3
360,DLN5,A00120033,2.5-3cc PVC 注射空針,169.0,4
3632,DLN5,A00120033,2.5-3cc PVC 注射空針,63.0,5
3695,DLN5,A00120033,2.5-3cc PVC 注射空針,97.0,6
3805,DLN5,A00120033,2.5-3cc PVC 注射空針,191.0,7
3906,DLN5,A00120033,2.5-3cc PVC 注射空針,175.0,8
7464,DLN5,A00120033,2.5-3cc PVC 注射空針,157.0,9
7561,DLN5,A00120033,2.5-3cc PVC 注射空針,140.0,10
7656,DLN5,A00120033,2.5-3cc PVC 注射空針,158.0,11
7769,DLN5,A00120033,2.5-3cc PVC 注射空針,185.0,12
7863,DLN5,A00120033,2.5-3cc PVC 注射空針,150.0,13
11427,DLN5,A00120033,2.5-3cc PVC 注射空針,78.0,14
11530,DLN5,A00120033,2.5-3cc PVC 注射空針,191.0,15
11643,DLN5,A00120033,2.5-3cc PVC 注射空針,199.0,16
11762,DLN5,A00120033,2.5-3cc PVC 注射空針,203.0,17
15289,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,18
15390,DLN5,A00120033,2.5-3cc PVC 注射空針,157.0,19
15483,DLN5,A00120033,2.5-3cc PVC 注射空針,169.0,20
15562,DLN5,A00120033,2.5-3cc PVC 注射空針,140.0,21
18923,DLN5,A00120033,2.5-3cc PVC 注射空針,102.0,22
18985,DLN5,A00120033,2.5-3cc PVC 注射空針,89.0,23
19063,DLN5,A00120033,2.5-3cc PVC 注射空針,128.0,24
19145,DLN5,A00120033,2.5-3cc PVC 注射空針,140.0,25
19222,DLN5,A00120033,2.5-3cc PVC 注射空針,125.0,26
22209,DLN5,A00120033,2.5-3cc PVC 注射空針,141.0,27
22306,DLN5,A00120033,2.5-3cc PVC 注射空針,158.0,28
22387,DLN5,A00120033,2.5-3cc PVC 注射空針,139.0,29
22484,DLN5,A00120033,2.5-3cc PVC 注射空針,155.0,30
25844,DLN5,A00120033,2.5-3cc PVC 注射空針,167.0,31
25943,DLN5,A00120033,2.5-3cc PVC 注射空針,185.0,32
26066,DLN5,A00120033,2.5-3cc PVC 注射空針,219.0,33
26129,DLN5,A00120033,2.5-3cc PVC 注射空針,116.0,34
29538,DLN5,A00120033,2.5-3cc PVC 注射空針,167.0,35
29662,DLN5,A00120033,2.5-3cc PVC 注射空針,242.0,36
29762,DLN5,A00120033,2.5-3cc PVC 注射空針,206.0,37
29866,DLN5,A00120033,2.5-3cc PVC 注射空針,196.0,38
29955,DLN5,A00120033,2.5-3cc PVC 注射空針,154.0,39
33420,DLN5,A00120033,2.5-3cc PVC 注射空針,158.0,40
33520,DLN5,A00120033,2.5-3cc PVC 注射空針,179.0,41
33588,DLN5,A00120033,2.5-3cc PVC 注射空針,106.0,42
33702,DLN5,A00120033,2.5-3cc PVC 注射空針,211.0,43
37049,DLN5,A00120033,2.5-3cc PVC 注射空針,147.0,44
37123,DLN5,A00120033,2.5-3cc PVC 注射空針,119.0,45
37212,DLN5,A00120033,2.5-3cc PVC 注射空針,192.0,46
37334,DLN5,A00120033,2.5-3cc PVC 注射空針,236.0,47
40832,DLN5,A00120033,2.5-3cc PVC 注射空針,225.0,48
40941,DLN5,A00120033,2.5-3cc PVC 注射空針,206.0,49
41041,DLN5,A00120033,2.5-3cc PVC 注射空針,190.0,50
41159,DLN5,A00120033,2.5-3cc PVC 注射空針,187.0,51
41258,DLN5,A00120033,2.5-3cc PVC 注射空針,179.0,52
