,庫房,料號,品名,數量,週
42695,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,44.0,1
1649,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,52.0,2
1656,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,10.0,3
1675,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,29.0,4
5275,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,11.0,5
5296,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,27.0,6
5334,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,61.0,7
5356,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,45.0,8
9194,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,28.0,9
9223,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,38.0,10
9247,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,35.0,11
9275,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,49.0,12
9298,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,34.0,13
13087,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,39.0,14
13108,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,44.0,15
13129,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,44.0,16
13160,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,58.0,17
16905,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,46.0,18
16935,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,49.0,19
16954,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,41.0,20
16975,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,33.0,21
20360,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,38.0,22
20369,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,16.0,23
20390,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,28.0,24
20414,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,43.0,25
20442,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,45.0,26
23899,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,45.0,27
23914,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,26.0,28
23933,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,24.0,29
23956,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,32.0,30
27475,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,24.0,31
27496,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,30.0,32
27528,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,52.0,33
27540,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,18.0,34
31207,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,21.0,35
31232,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,31.0,36
31253,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,33.0,37
31286,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,52.0,38
31299,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,15.0,39
35026,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,38.0,40
35056,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,43.0,41
35078,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,37.0,42
35100,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,28.0,43
38647,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,36.0,44
38670,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,34.0,45
38688,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,27.0,46
38714,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,50.0,47
42602,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,42.0,48
42629,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,48.0,49
42640,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,19.0,50
42666,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,37.0,51
42689,DLN5,A02322259,〞美迪克〞安全性靜脈留置針  22G,35.0,52
