,庫房,料號,品名,數量,週
43540,DLN5,B00304056,彈性紗捲,32.0,1
2407,DLN5,B00304056,彈性紗捲,23.0,2
2418,DLN5,B00304056,彈性紗捲,13.0,3
2433,DLN5,B00304056,彈性紗捲,17.0,4
6106,DLN5,B00304056,彈性紗捲,23.0,5
6109,DLN5,B00304056,彈性紗捲,5.0,6
6121,DLN5,B00304056,彈性紗捲,13.0,7
6130,DLN5,B00304056,彈性紗捲,10.0,8
10035,DLN5,B00304056,彈性紗捲,19.0,9
10047,DLN5,B00304056,彈性紗捲,19.0,10
10052,DLN5,B00304056,彈性紗捲,5.0,11
10061,DLN5,B00304056,彈性紗捲,10.0,12
10076,DLN5,B00304056,彈性紗捲,15.0,13
13866,DLN5,B00304056,彈性紗捲,15.0,14
13876,DLN5,B00304056,彈性紗捲,12.0,15
13888,DLN5,B00304056,彈性紗捲,18.0,16
13897,DLN5,B00304056,彈性紗捲,12.0,17
17609,DLN5,B00304056,彈性紗捲,11.0,18
17620,DLN5,B00304056,彈性紗捲,12.0,19
17630,DLN5,B00304056,彈性紗捲,12.0,20
17646,DLN5,B00304056,彈性紗捲,17.0,21
21000,DLN5,B00304056,彈性紗捲,25.0,22
21007,DLN5,B00304056,彈性紗捲,10.0,23
21008,DLN5,B00304056,彈性紗捲,1.0,24
21022,DLN5,B00304056,彈性紗捲,21.0,25
21036,DLN5,B00304056,彈性紗捲,19.0,26
24593,DLN5,B00304056,彈性紗捲,20.0,27
24606,DLN5,B00304056,彈性紗捲,19.0,28
24610,DLN5,B00304056,彈性紗捲,5.0,29
24622,DLN5,B00304056,彈性紗捲,14.0,30
28255,DLN5,B00304056,彈性紗捲,11.0,31
28271,DLN5,B00304056,彈性紗捲,19.0,32
28291,DLN5,B00304056,彈性紗捲,28.0,33
28296,DLN5,B00304056,彈性紗捲,7.0,34
32047,DLN5,B00304056,彈性紗捲,9.0,35
32052,DLN5,B00304056,彈性紗捲,7.0,36
32060,DLN5,B00304056,彈性紗捲,8.0,37
32064,DLN5,B00304056,彈性紗捲,6.0,38
32075,DLN5,B00304056,彈性紗捲,17.0,39
35781,DLN5,B00304056,彈性紗捲,4.0,40
35789,DLN5,B00304056,彈性紗捲,13.0,41
35810,DLN5,B00304056,彈性紗捲,24.0,42
35833,DLN5,B00304056,彈性紗捲,28.0,43
39461,DLN5,B00304056,彈性紗捲,21.0,44
39477,DLN5,B00304056,彈性紗捲,22.0,45
39501,DLN5,B00304056,彈性紗捲,46.0,46
39528,DLN5,B00304056,彈性紗捲,44.0,47
43483,DLN5,B00304056,彈性紗捲,33.0,48
43494,DLN5,B00304056,彈性紗捲,15.0,49
43512,DLN5,B00304056,彈性紗捲,22.0,50
43520,DLN5,B00304056,彈性紗捲,14.0,51
43535,DLN5,B00304056,彈性紗捲,22.0,52
