,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2021-03-10,True,10,2021,5.0,2.0,,
1,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2021-05-08,True,18,2021,5.0,2.0,,
2,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2021-05-08,True,18,2021,5.0,2.0,,
3,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2021-05-22,False,20,2021,5.0,2.0,,
4,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2021-11-23,True,47,2021,5.0,2.0,,
5,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2021-12-07,True,49,2021,5.0,2.0,,
6,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-01-04,True,1,2022,5.0,2.0,202201.0,T-不計價
7,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-01-10,True,2,2022,5.0,2.0,202201.0,T-不計價
8,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-01-24,True,4,2022,5.0,2.0,202201.0,T-不計價
9,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-02-07,True,6,2022,5.0,2.0,202202.0,T-不計價
10,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-02-21,True,8,2022,5.0,2.0,202202.0,T-不計價
11,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-03-03,True,9,2022,4.0,3.0,202203.0,T-不計價
12,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-03-17,True,11,2022,5.0,2.0,202203.0,T-不計價
13,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-03-31,True,13,2022,5.0,2.0,202203.0,T-不計價
14,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-04-07,True,14,2022,3.0,4.0,202204.0,T-不計價
15,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-04-21,True,16,2022,5.0,2.0,202204.0,T-不計價
16,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-05-04,False,18,2022,5.0,2.0,202205.0,T-不計價
17,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-05-09,True,19,2022,5.0,2.0,202205.0,T-不計價
18,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-05-23,True,21,2022,5.0,2.0,202205.0,T-不計價
19,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-06-06,True,23,2022,5.0,2.0,202206.0,T-不計價
20,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,2.0,2022-06-20,True,25,2022,5.0,2.0,202206.0,T-不計價
21,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-07-04,True,27,2022,5.0,2.0,202207.0,T-不計價
22,DLRI,C00130227,三叉導尿管(矽化塗層)-22Fr,1.0,2022-10-02,False,39,2022,5.0,2.0,202210.0,T-不計價
