,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLRI,B00304056,彈性紗捲,1.0,2020-07-09,True,28,2020,5.0,2.0,,
1,DLRI,B00304056,彈性紗捲,1.0,2021-01-20,True,3,2021,5.0,2.0,,
2,DLRI,B00304056,彈性紗捲,2.0,2021-03-19,True,11,2021,5.0,2.0,,
3,DLRI,B00304056,彈性紗捲,2.0,2021-03-20,False,11,2021,5.0,2.0,,
4,DLRI,B00304056,彈性紗捲,1.0,2021-03-21,False,11,2021,5.0,2.0,,
5,DLRI,B00304056,彈性紗捲,1.0,2021-03-24,True,12,2021,5.0,2.0,,
6,DLRI,B00304056,彈性紗捲,2.0,2021-03-26,True,12,2021,5.0,2.0,,
7,DLRI,B00304056,彈性紗捲,2.0,2021-03-27,False,12,2021,5.0,2.0,,
8,DLRI,B00304056,彈性紗捲,1.0,2021-03-28,False,12,2021,5.0,2.0,,
9,DLRI,B00304056,彈性紗捲,1.0,2021-03-29,True,13,2021,4.0,3.0,,
10,DLRI,B00304056,彈性紗捲,1.0,2021-03-30,True,13,2021,4.0,3.0,,
11,DLRI,B00304056,彈性紗捲,1.0,2021-04-03,False,13,2021,4.0,3.0,,
12,DLRI,B00304056,彈性紗捲,1.0,2021-04-05,False,14,2021,4.0,3.0,,
13,DLRI,B00304056,彈性紗捲,1.0,2021-04-08,True,14,2021,4.0,3.0,,
14,DLRI,B00304056,彈性紗捲,1.0,2021-04-23,True,16,2021,5.0,2.0,,
15,DLRI,B00304056,彈性紗捲,1.0,2021-04-25,True,16,2021,5.0,2.0,,
16,DLRI,B00304056,彈性紗捲,1.0,2021-04-27,True,17,2021,5.0,2.0,,
17,DLRI,B00304056,彈性紗捲,1.0,2021-04-29,True,17,2021,5.0,2.0,,
18,DLRI,B00304056,彈性紗捲,1.0,2021-05-01,False,17,2021,5.0,2.0,,
19,DLRI,B00304056,彈性紗捲,2.0,2021-05-05,False,18,2021,5.0,2.0,,
20,DLRI,B00304056,彈性紗捲,1.0,2021-05-07,True,18,2021,5.0,2.0,,
21,DLRI,B00304056,彈性紗捲,1.0,2021-05-10,True,19,2021,5.0,2.0,,
22,DLRI,B00304056,彈性紗捲,1.0,2021-05-12,True,19,2021,5.0,2.0,,
23,DLRI,B00304056,彈性紗捲,1.0,2021-05-17,True,20,2021,5.0,2.0,,
24,DLRI,B00304056,彈性紗捲,1.0,2021-05-20,True,20,2021,5.0,2.0,,
25,DLRI,B00304056,彈性紗捲,1.0,2021-05-22,False,20,2021,5.0,2.0,,
26,DLRI,B00304056,彈性紗捲,1.0,2021-05-25,True,21,2021,5.0,2.0,,
27,DLRI,B00304056,彈性紗捲,1.0,2021-05-27,True,21,2021,5.0,2.0,,
28,DLRI,B00304056,彈性紗捲,1.0,2021-05-28,True,21,2021,5.0,2.0,,
29,DLRI,B00304056,彈性紗捲,1.0,2021-05-29,False,21,2021,5.0,2.0,,
30,DLRI,B00304056,彈性紗捲,1.0,2021-05-30,False,21,2021,5.0,2.0,,
31,DLRI,B00304056,彈性紗捲,1.0,2021-05-31,True,22,2021,5.0,2.0,,
32,DLRI,B00304056,彈性紗捲,1.0,2021-06-01,True,22,2021,5.0,2.0,,
33,DLRI,B00304056,彈性紗捲,1.0,2021-06-02,True,22,2021,5.0,2.0,,
34,DLRI,B00304056,彈性紗捲,1.0,2021-07-12,True,28,2021,5.0,2.0,,
35,DLRI,B00304056,彈性紗捲,1.0,2021-08-16,True,33,2021,5.0,2.0,,
36,DLRI,B00304056,彈性紗捲,1.0,2021-09-03,True,35,2021,4.0,3.0,,
37,DLRI,B00304056,彈性紗捲,1.0,2021-10-18,True,42,2021,5.0,2.0,,
38,DLRI,B00304056,彈性紗捲,1.0,2021-10-19,True,42,2021,5.0,2.0,,
39,DLRI,B00304056,彈性紗捲,1.0,2021-12-16,True,50,2021,5.0,2.0,,
40,DLRI,B00304056,彈性紗捲,1.0,2021-12-21,True,51,2021,5.0,2.0,,
41,DLRI,B00304056,彈性紗捲,1.0,2022-02-13,False,6,2022,5.0,2.0,202202.0,T-不計價
42,DLRI,B00304056,彈性紗捲,1.0,2022-03-05,False,9,2022,4.0,3.0,202203.0,T-不計價
43,DLRI,B00304056,彈性紗捲,1.0,2022-03-15,True,11,2022,5.0,2.0,202203.0,T-不計價
44,DLRI,B00304056,彈性紗捲,1.0,2022-03-19,False,11,2022,5.0,2.0,202203.0,T-不計價
45,DLRI,B00304056,彈性紗捲,2.0,2022-03-26,False,12,2022,5.0,2.0,202203.0,T-不計價
46,DLRI,B00304056,彈性紗捲,2.0,2022-03-29,True,13,2022,5.0,2.0,202203.0,T-不計價
47,DLRI,B00304056,彈性紗捲,1.0,2022-04-05,False,14,2022,3.0,4.0,202204.0,T-不計價
48,DLRI,B00304056,彈性紗捲,2.0,2022-04-06,True,14,2022,3.0,4.0,202204.0,T-不計價
49,DLRI,B00304056,彈性紗捲,1.0,2022-04-13,True,15,2022,5.0,2.0,202204.0,T-不計價
50,DLRI,B00304056,彈性紗捲,1.0,2022-04-23,False,16,2022,5.0,2.0,202204.0,T-不計價
51,DLRI,B00304056,彈性紗捲,1.0,2022-04-27,True,17,2022,5.0,2.0,202204.0,T-不計價
52,DLRI,B00304056,彈性紗捲,1.0,2022-10-26,True,43,2022,5.0,2.0,202210.0,T-不計價
53,DLRI,B00304056,彈性紗捲,1.0,2022-10-28,True,43,2022,5.0,2.0,202210.0,T-不計價
54,DLRI,B00304056,彈性紗捲,3.0,2022-10-28,True,43,2022,5.0,2.0,202210.0,T-不計價
55,DLRI,B00304056,彈性紗捲,1.0,2022-12-09,True,49,2022,5.0,2.0,202212.0,T-不計價
56,DLRI,B00304056,彈性紗捲,1.0,2022-12-10,False,49,2022,5.0,2.0,202212.0,T-不計價
57,DLRI,B00304056,彈性紗捲,3.0,2022-12-12,True,50,2022,5.0,2.0,202212.0,T-不計價
58,DLRI,B00304056,彈性紗捲,3.0,2022-12-13,True,50,2022,5.0,2.0,202212.0,T-不計價
59,DLRI,B00304056,彈性紗捲,1.0,2022-12-23,True,51,2022,5.0,2.0,202212.0,T-不計價
