,庫房,料號,品名,數量,週,工作日,帳務日期
369,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,1,True,2021-01-05
370,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,2,False,2021-01-16
371,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,5.0,3,True,2021-01-18
374,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,5.0,4,True,2021-01-29
1386,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,6.0,5,True,2021-02-07
1390,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,6,False,2021-02-12
1394,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,7,False,2021-02-15
1395,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,3.0,8,True,2021-02-26
2321,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,2.0,9,False,2021-03-07
2327,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,10.0,10,False,2021-03-14
2328,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,11,True,2021-03-18
2334,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,21.0,12,False,2021-03-28
3635,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,33.0,13,False,2021-04-04
3642,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,12.0,14,False,2021-04-11
3651,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,34.0,15,False,2021-04-18
3661,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,19.0,16,True,2021-04-25
5198,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,15.0,17,False,2021-05-02
5207,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,25.0,18,False,2021-05-09
5215,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,18.0,19,False,2021-05-16
5225,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,27.0,20,False,2021-05-23
5231,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,23.0,21,True,2021-05-28
6523,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,30.0,22,False,2021-06-06
6533,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,21.0,23,False,2021-06-13
6543,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,27.0,24,False,2021-06-20
6551,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,32.0,25,False,2021-06-27
7743,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,8.0,26,False,2021-07-04
7744,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,9.0,27,True,2021-07-05
7752,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,15.0,28,False,2021-07-18
7762,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,20.0,29,False,2021-07-25
9150,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,52.0,30,False,2021-08-01
9163,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,45.0,31,True,2021-08-06
9165,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,2.0,32,True,2021-08-11
365,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,33,False,2021-01-02
9171,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,10.0,34,False,2021-08-29
10382,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,26.0,35,False,2021-09-05
10384,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,3.0,36,True,2021-09-09
10386,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,2.0,37,True,2021-09-14
10389,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,38,False,2021-09-25
11758,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,10.0,39,False,2021-10-02
11761,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,6.0,40,True,2021-10-08
11767,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,13.0,41,False,2021-10-17
11769,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,5.0,42,True,2021-10-19
11771,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,6.0,43,False,2021-10-31
365,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,44,False,2021-01-02
13273,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,15.0,45,False,2021-11-14
13279,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,27.0,46,False,2021-11-20
13285,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,6.0,47,False,2021-11-28
14782,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,12.0,48,False,2021-12-05
14785,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,7.0,49,False,2021-12-12
14792,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,25.0,50,False,2021-12-18
14796,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,15.0,51,False,2021-12-25
365,DLRI,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,52,False,2021-01-02
