,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLN6,C00041613,連接管,1.0,2022-02-25,True,8,2022,5.0,2.0,202202.0,C-計價
1,DLN6,C00041613,連接管,1.0,2022-03-10,True,10,2022,5.0,2.0,202203.0,C-計價
2,DLN6,C00041613,連接管,1.0,2022-03-21,True,12,2022,5.0,2.0,202203.0,C-計價
3,DLN6,C00041613,連接管,1.0,2022-03-25,True,12,2022,5.0,2.0,202203.0,C-計價
4,DLN6,C00041613,連接管,1.0,2022-04-13,True,15,2022,5.0,2.0,202204.0,C-計價
5,DLN6,C00041613,連接管,1.0,2022-04-29,True,17,2022,5.0,2.0,202204.0,C-計價
6,DLN6,C00041613,連接管,1.0,2022-05-12,True,19,2022,5.0,2.0,202205.0,C-計價
7,DLN6,C00041613,連接管,1.0,2022-05-17,True,20,2022,5.0,2.0,202205.0,C-計價
8,DLN6,C00041613,連接管,1.0,2022-05-24,True,21,2022,5.0,2.0,202205.0,C-計價
9,DLN6,C00041613,連接管,1.0,2022-06-02,True,22,2022,4.0,3.0,202206.0,C-計價
10,DLN6,C00041613,連接管,1.0,2022-06-13,True,24,2022,5.0,2.0,202206.0,C-計價
11,DLN6,C00041613,連接管,1.0,2022-10-11,True,41,2022,4.0,3.0,202210.0,C-計價
12,DLN6,C00041613,連接管,2.0,2022-11-29,True,48,2022,5.0,2.0,202211.0,C-計價
13,DLN6,C00041613,連接管,1.0,2022-12-01,True,48,2022,5.0,2.0,202212.0,C-計價
14,DLN6,C00041613,連接管,1.0,2022-12-09,True,49,2022,5.0,2.0,202212.0,C-計價
15,DLN6,C00041613,連接管,1.0,2022-12-14,True,50,2022,5.0,2.0,202212.0,C-計價
16,DLN6,C00041613,連接管,1.0,2022-12-19,True,51,2022,5.0,2.0,202212.0,C-計價
