,庫房,料號,品名,數量,週,工作日,帳務日期
13514,DLI1,A00120504,50cc塑膠注射空針-非螺紋,93.0,1,False,2022-01-09
13546,DLI1,A00120504,50cc塑膠注射空針-非螺紋,70.0,2,False,2022-01-16
13584,DLI1,A00120504,50cc塑膠注射空針-非螺紋,75.0,3,False,2022-01-23
13625,DLI1,A00120504,50cc塑膠注射空針-非螺紋,82.0,4,True,2022-01-30
13655,DLI1,A00120504,50cc塑膠注射空針-非螺紋,101.0,5,False,2022-02-06
13697,DLI1,A00120504,50cc塑膠注射空針-非螺紋,169.0,6,False,2022-02-13
13724,DLI1,A00120504,50cc塑膠注射空針-非螺紋,103.0,7,False,2022-02-20
13757,DLI1,A00120504,50cc塑膠注射空針-非螺紋,105.0,8,False,2022-02-27
13785,DLI1,A00120504,50cc塑膠注射空針-非螺紋,44.0,9,False,2022-03-06
13809,DLI1,A00120504,50cc塑膠注射空針-非螺紋,41.0,10,False,2022-03-13
13850,DLI1,A00120504,50cc塑膠注射空針-非螺紋,73.0,11,False,2022-03-20
13874,DLI1,A00120504,50cc塑膠注射空針-非螺紋,32.0,12,False,2022-03-27
13895,DLI1,A00120504,50cc塑膠注射空針-非螺紋,27.0,13,False,2022-04-03
13916,DLI1,A00120504,50cc塑膠注射空針-非螺紋,82.0,14,False,2022-04-10
13948,DLI1,A00120504,50cc塑膠注射空針-非螺紋,97.0,15,False,2022-04-17
13989,DLI1,A00120504,50cc塑膠注射空針-非螺紋,174.0,16,True,2022-04-24
14045,DLI1,A00120504,50cc塑膠注射空針-非螺紋,154.0,17,False,2022-05-01
14087,DLI1,A00120504,50cc塑膠注射空針-非螺紋,166.0,18,False,2022-05-08
14138,DLI1,A00120504,50cc塑膠注射空針-非螺紋,157.0,19,False,2022-05-15
14178,DLI1,A00120504,50cc塑膠注射空針-非螺紋,151.0,20,False,2022-05-22
14218,DLI1,A00120504,50cc塑膠注射空針-非螺紋,96.0,21,False,2022-05-29
14253,DLI1,A00120504,50cc塑膠注射空針-非螺紋,67.0,22,False,2022-06-05
14296,DLI1,A00120504,50cc塑膠注射空針-非螺紋,89.0,23,False,2022-06-12
14329,DLI1,A00120504,50cc塑膠注射空針-非螺紋,77.0,24,False,2022-06-19
14358,DLI1,A00120504,50cc塑膠注射空針-非螺紋,68.0,25,False,2022-06-26
14382,DLI1,A00120504,50cc塑膠注射空針-非螺紋,53.0,26,False,2022-07-03
14417,DLI1,A00120504,50cc塑膠注射空針-非螺紋,98.0,27,False,2022-07-10
14456,DLI1,A00120504,50cc塑膠注射空針-非螺紋,171.0,28,False,2022-07-17
14492,DLI1,A00120504,50cc塑膠注射空針-非螺紋,105.0,29,False,2022-07-24
14524,DLI1,A00120504,50cc塑膠注射空針-非螺紋,79.0,30,False,2022-07-31
14554,DLI1,A00120504,50cc塑膠注射空針-非螺紋,88.0,31,False,2022-08-07
14573,DLI1,A00120504,50cc塑膠注射空針-非螺紋,47.0,32,False,2022-08-14
14591,DLI1,A00120504,50cc塑膠注射空針-非螺紋,21.0,33,False,2022-08-21
14602,DLI1,A00120504,50cc塑膠注射空針-非螺紋,17.0,34,False,2022-08-28
14630,DLI1,A00120504,50cc塑膠注射空針-非螺紋,51.0,35,False,2022-09-04
14661,DLI1,A00120504,50cc塑膠注射空針-非螺紋,83.0,36,False,2022-09-11
14693,DLI1,A00120504,50cc塑膠注射空針-非螺紋,49.0,37,False,2022-09-18
14721,DLI1,A00120504,50cc塑膠注射空針-非螺紋,53.0,38,False,2022-09-25
14746,DLI1,A00120504,50cc塑膠注射空針-非螺紋,39.0,39,False,2022-10-02
14770,DLI1,A00120504,50cc塑膠注射空針-非螺紋,36.0,40,True,2022-10-09
14803,DLI1,A00120504,50cc塑膠注射空針-非螺紋,70.0,41,False,2022-10-16
14827,DLI1,A00120504,50cc塑膠注射空針-非螺紋,79.0,42,False,2022-10-23
14856,DLI1,A00120504,50cc塑膠注射空針-非螺紋,65.0,43,False,2022-10-30
14887,DLI1,A00120504,50cc塑膠注射空針-非螺紋,75.0,44,False,2022-11-06
14914,DLI1,A00120504,50cc塑膠注射空針-非螺紋,62.0,45,False,2022-11-13
14968,DLI1,A00120504,50cc塑膠注射空針-非螺紋,127.0,46,False,2022-11-20
15008,DLI1,A00120504,50cc塑膠注射空針-非螺紋,100.0,47,False,2022-11-27
15048,DLI1,A00120504,50cc塑膠注射空針-非螺紋,84.0,48,False,2022-12-04
15089,DLI1,A00120504,50cc塑膠注射空針-非螺紋,108.0,49,False,2022-12-11
15122,DLI1,A00120504,50cc塑膠注射空針-非螺紋,100.0,50,False,2022-12-18
15164,DLI1,A00120504,50cc塑膠注射空針-非螺紋,109.0,51,False,2022-12-25
15190,DLI1,A00120504,50cc塑膠注射空針-非螺紋,91.0,52,False,2022-12-31
