,庫房,料號,品名,數量,週,工作日,帳務日期
40584,DLI1,C13930399,T型連接管,24.0,1,False,2022-01-09
40597,DLI1,C13930399,T型連接管,19.0,2,False,2022-01-16
40622,DLI1,C13930399,T型連接管,27.0,3,False,2022-01-23
40641,DLI1,C13930399,T型連接管,25.0,4,True,2022-01-30
40668,DLI1,C13930399,T型連接管,44.0,5,False,2022-02-06
40683,DLI1,C13930399,T型連接管,18.0,6,False,2022-02-13
40710,DLI1,C13930399,T型連接管,34.0,7,False,2022-02-19
40734,DLI1,C13930399,T型連接管,36.0,8,False,2022-02-27
40760,DLI1,C13930399,T型連接管,36.0,9,False,2022-03-06
40781,DLI1,C13930399,T型連接管,30.0,10,False,2022-03-13
40811,DLI1,C13930399,T型連接管,38.0,11,False,2022-03-20
40834,DLI1,C13930399,T型連接管,28.0,12,False,2022-03-27
40845,DLI1,C13930399,T型連接管,14.0,13,True,2022-04-02
40864,DLI1,C13930399,T型連接管,28.0,14,False,2022-04-10
40898,DLI1,C13930399,T型連接管,41.0,15,False,2022-04-17
40922,DLI1,C13930399,T型連接管,28.0,16,True,2022-04-24
40949,DLI1,C13930399,T型連接管,47.0,17,False,2022-05-01
40987,DLI1,C13930399,T型連接管,55.0,18,False,2022-05-08
41008,DLI1,C13930399,T型連接管,26.0,19,False,2022-05-15
41026,DLI1,C13930399,T型連接管,30.0,20,False,2022-05-22
41050,DLI1,C13930399,T型連接管,41.0,21,False,2022-05-29
41064,DLI1,C13930399,T型連接管,19.0,22,False,2022-06-05
41086,DLI1,C13930399,T型連接管,33.0,23,False,2022-06-12
41104,DLI1,C13930399,T型連接管,23.0,24,False,2022-06-19
41117,DLI1,C13930399,T型連接管,17.0,25,False,2022-06-26
41132,DLI1,C13930399,T型連接管,20.0,26,False,2022-07-03
41153,DLI1,C13930399,T型連接管,30.0,27,False,2022-07-09
41174,DLI1,C13930399,T型連接管,29.0,28,False,2022-07-17
41193,DLI1,C13930399,T型連接管,34.0,29,False,2022-07-24
41220,DLI1,C13930399,T型連接管,45.0,30,False,2022-07-31
41240,DLI1,C13930399,T型連接管,30.0,31,False,2022-08-07
41251,DLI1,C13930399,T型連接管,15.0,32,True,2022-08-12
41272,DLI1,C13930399,T型連接管,30.0,33,False,2022-08-21
41285,DLI1,C13930399,T型連接管,17.0,34,False,2022-08-28
41308,DLI1,C13930399,T型連接管,29.0,35,False,2022-09-04
41335,DLI1,C13930399,T型連接管,50.0,36,False,2022-09-11
41360,DLI1,C13930399,T型連接管,32.0,37,False,2022-09-18
41388,DLI1,C13930399,T型連接管,43.0,38,False,2022-09-25
41412,DLI1,C13930399,T型連接管,29.0,39,False,2022-10-02
41435,DLI1,C13930399,T型連接管,31.0,40,True,2022-10-09
41468,DLI1,C13930399,T型連接管,44.0,41,False,2022-10-16
41488,DLI1,C13930399,T型連接管,23.0,42,False,2022-10-23
41506,DLI1,C13930399,T型連接管,27.0,43,False,2022-10-30
41528,DLI1,C13930399,T型連接管,30.0,44,False,2022-11-06
41551,DLI1,C13930399,T型連接管,32.0,45,False,2022-11-13
41570,DLI1,C13930399,T型連接管,25.0,46,True,2022-11-18
41591,DLI1,C13930399,T型連接管,27.0,47,False,2022-11-27
41614,DLI1,C13930399,T型連接管,31.0,48,False,2022-12-04
41634,DLI1,C13930399,T型連接管,33.0,49,False,2022-12-11
41656,DLI1,C13930399,T型連接管,35.0,50,False,2022-12-18
41678,DLI1,C13930399,T型連接管,30.0,51,False,2022-12-25
41697,DLI1,C13930399,T型連接管,32.0,52,False,2022-12-31
