,庫房,料號,品名,數量,帳務日期,日期,計價,工作日,週
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,1
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,2
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,3
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,4
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,5
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,6
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,7
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,8
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,9
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,10
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,11
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,12
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,13
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,14
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,15
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,16
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,17
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,18
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,19
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,20
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,21
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,22
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,23
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,24
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,25
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,26
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,27
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,28
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,29
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,30
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,31
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,32
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,33
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,34
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,35
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,36
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,37
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,38
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,39
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,40
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,41
43090,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,1.0,2022-10-18,,,True,42
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,43
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,44
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,45
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,46
43089,DLI1,D08704703,7-0  化學合成不可吸收單股縫合線,0.0,2022-10-18,202210.0,T-不計價,True,47
