,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,1,True,2022-01-04,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,2,True,2022-01-04,202201.0,T-不計價
51210,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,3,True,2022-01-20,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,4,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,5,True,2022-01-04,202201.0,T-不計價
51212,DLI1,I00000060,彎式拋棄式葉片#1~#5,3.0,6,False,2022-02-13,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,7,True,2022-01-04,202201.0,T-不計價
51213,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,8,True,2022-02-25,,
51214,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,9,True,2022-03-02,,
51215,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,10,True,2022-03-08,,
51216,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,11,True,2022-03-16,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,12,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,13,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,14,True,2022-01-04,202201.0,T-不計價
51217,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,15,True,2022-04-14,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,16,True,2022-01-04,202201.0,T-不計價
51218,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,17,True,2022-04-26,,
51220,DLI1,I00000060,彎式拋棄式葉片#1~#5,2.0,18,True,2022-05-06,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,19,True,2022-01-04,202201.0,T-不計價
51221,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,20,True,2022-05-16,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,21,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,22,True,2022-01-04,202201.0,T-不計價
51223,DLI1,I00000060,彎式拋棄式葉片#1~#5,3.0,23,False,2022-06-12,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,24,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,25,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,26,True,2022-01-04,202201.0,T-不計價
51224,DLI1,I00000060,彎式拋棄式葉片#1~#5,2.0,27,True,2022-07-06,,
51225,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,28,True,2022-07-14,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,29,True,2022-01-04,202201.0,T-不計價
51226,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,30,False,2022-07-31,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,31,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,32,True,2022-01-04,202201.0,T-不計價
51227,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,33,True,2022-08-17,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,34,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,35,True,2022-01-04,202201.0,T-不計價
51228,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,36,False,2022-09-11,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,37,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,38,True,2022-01-04,202201.0,T-不計價
51229,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,39,True,2022-09-29,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,40,True,2022-01-04,202201.0,T-不計價
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,41,True,2022-01-04,202201.0,T-不計價
51230,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,42,False,2022-10-23,,
51231,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,43,True,2022-10-28,,
51232,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,44,True,2022-11-02,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,45,True,2022-01-04,202201.0,T-不計價
51234,DLI1,I00000060,彎式拋棄式葉片#1~#5,3.0,46,True,2022-11-16,,
51209,DLI1,I00000060,彎式拋棄式葉片#1~#5,0.0,47,True,2022-01-04,202201.0,T-不計價
51236,DLI1,I00000060,彎式拋棄式葉片#1~#5,2.0,48,False,2022-12-03,,
51239,DLI1,I00000060,彎式拋棄式葉片#1~#5,3.0,49,True,2022-12-08,,
51242,DLI1,I00000060,彎式拋棄式葉片#1~#5,3.0,50,True,2022-12-14,,
51243,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,51,True,2022-12-22,,
51244,DLI1,I00000060,彎式拋棄式葉片#1~#5,1.0,52,True,2022-12-26,,
