,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
54127,DLI1,U90480016,中央靜脈導管包布,5.0,1,True,2022-01-07,,
54134,DLI1,U90480016,中央靜脈導管包布,7.0,2,False,2022-01-15,,
54140,DLI1,U90480016,中央靜脈導管包布,6.0,3,False,2022-01-23,,
54143,DLI1,U90480016,中央靜脈導管包布,3.0,4,True,2022-01-29,,
54149,DLI1,U90480016,中央靜脈導管包布,8.0,5,False,2022-02-04,,
54156,DLI1,U90480016,中央靜脈導管包布,7.0,6,False,2022-02-12,,
54161,DLI1,U90480016,中央靜脈導管包布,6.0,7,True,2022-02-18,,
54169,DLI1,U90480016,中央靜脈導管包布,10.0,8,False,2022-02-26,,
54172,DLI1,U90480016,中央靜脈導管包布,3.0,9,True,2022-03-02,,
54173,DLI1,U90480016,中央靜脈導管包布,1.0,10,False,2022-03-12,,
54176,DLI1,U90480016,中央靜脈導管包布,3.0,11,True,2022-03-17,,
54179,DLI1,U90480016,中央靜脈導管包布,3.0,12,False,2022-03-27,,
54180,DLI1,U90480016,中央靜脈導管包布,1.0,13,False,2022-04-03,,
54183,DLI1,U90480016,中央靜脈導管包布,3.0,14,True,2022-04-08,,
54188,DLI1,U90480016,中央靜脈導管包布,5.0,15,True,2022-04-15,,
54193,DLI1,U90480016,中央靜脈導管包布,5.0,16,True,2022-04-24,,
54195,DLI1,U90480016,中央靜脈導管包布,2.0,17,True,2022-04-28,,
54202,DLI1,U90480016,中央靜脈導管包布,8.0,18,False,2022-05-08,,
54208,DLI1,U90480016,中央靜脈導管包布,12.0,19,False,2022-05-15,,
54214,DLI1,U90480016,中央靜脈導管包布,7.0,20,False,2022-05-22,,
54220,DLI1,U90480016,中央靜脈導管包布,8.0,21,False,2022-05-29,,
54227,DLI1,U90480016,中央靜脈導管包布,8.0,22,True,2022-06-02,,
54232,DLI1,U90480016,中央靜脈導管包布,7.0,23,False,2022-06-12,,
54235,DLI1,U90480016,中央靜脈導管包布,3.0,24,True,2022-06-16,,
54240,DLI1,U90480016,中央靜脈導管包布,6.0,25,True,2022-06-23,,
54247,DLI1,U90480016,中央靜脈導管包布,7.0,26,False,2022-07-03,,
54251,DLI1,U90480016,中央靜脈導管包布,4.0,27,True,2022-07-08,,
54256,DLI1,U90480016,中央靜脈導管包布,6.0,28,False,2022-07-16,,
54260,DLI1,U90480016,中央靜脈導管包布,4.0,29,False,2022-07-23,,
54265,DLI1,U90480016,中央靜脈導管包布,5.0,30,False,2022-07-31,,
54268,DLI1,U90480016,中央靜脈導管包布,3.0,31,True,2022-08-02,,
54272,DLI1,U90480016,中央靜脈導管包布,4.0,32,False,2022-08-14,,
54276,DLI1,U90480016,中央靜脈導管包布,4.0,33,False,2022-08-21,,
54278,DLI1,U90480016,中央靜脈導管包布,2.0,34,False,2022-08-28,,
54280,DLI1,U90480016,中央靜脈導管包布,2.0,35,True,2022-09-01,,
54285,DLI1,U90480016,中央靜脈導管包布,5.0,36,False,2022-09-11,,
54289,DLI1,U90480016,中央靜脈導管包布,4.0,37,False,2022-09-17,,
54295,DLI1,U90480016,中央靜脈導管包布,6.0,38,True,2022-09-23,,
54300,DLI1,U90480016,中央靜脈導管包布,6.0,39,False,2022-10-02,,
54125,DLI1,U90480016,中央靜脈導管包布,0.0,40,True,2022-01-04,202201.0,T-不計價
54307,DLI1,U90480016,中央靜脈導管包布,7.0,41,False,2022-10-16,,
54311,DLI1,U90480016,中央靜脈導管包布,4.0,42,False,2022-10-22,,
54314,DLI1,U90480016,中央靜脈導管包布,3.0,43,True,2022-10-28,,
54323,DLI1,U90480016,中央靜脈導管包布,12.0,44,False,2022-11-06,,
54327,DLI1,U90480016,中央靜脈導管包布,5.0,45,False,2022-11-13,,
54333,DLI1,U90480016,中央靜脈導管包布,8.0,46,False,2022-11-20,,
54339,DLI1,U90480016,中央靜脈導管包布,7.0,47,True,2022-11-25,,
54342,DLI1,U90480016,中央靜脈導管包布,3.0,48,True,2022-12-02,,
54353,DLI1,U90480016,中央靜脈導管包布,11.0,49,False,2022-12-11,,
54357,DLI1,U90480016,中央靜脈導管包布,4.0,50,True,2022-12-16,,
54362,DLI1,U90480016,中央靜脈導管包布,5.0,51,False,2022-12-25,,
54370,DLI1,U90480016,中央靜脈導管包布,9.0,52,False,2022-12-31,,
