,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
34434,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,10.0,1,True,2022-01-07,,
34439,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,5.0,2,True,2022-01-14,,
34444,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,5.0,3,False,2022-01-23,,
34447,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,3.0,4,True,2022-01-28,,
34453,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,8.0,5,False,2022-02-04,,
34460,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,6,False,2022-02-12,,
34465,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,5.0,7,True,2022-02-18,,
34471,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,8,False,2022-02-26,,
34474,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,3.0,9,True,2022-03-02,,
34475,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,1.0,10,False,2022-03-12,,
34478,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,11,True,2022-03-16,,
34482,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,9.0,12,False,2022-03-27,,
34483,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,1.0,13,False,2022-04-03,,
34486,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,3.0,14,True,2022-04-08,,
34494,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,9.0,15,True,2022-04-15,,
34500,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,16,True,2022-04-24,,
34505,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,5.0,17,True,2022-04-29,,
34512,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,8.0,18,False,2022-05-08,,
34517,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,19,False,2022-05-15,,
34523,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,20,False,2022-05-22,,
34530,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,21,False,2022-05-29,,
34536,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,22,True,2022-06-02,,
34541,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,23,False,2022-06-12,,
34543,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,2.0,24,True,2022-06-14,,
34549,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,8.0,25,True,2022-06-23,,
34555,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,26,False,2022-07-03,,
34558,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,3.0,27,True,2022-07-08,,
34563,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,28,False,2022-07-16,,
34567,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,13.0,29,False,2022-07-24,,
34574,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,27.0,30,False,2022-07-31,,
34579,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,31,True,2022-08-02,,
34583,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,4.0,32,False,2022-08-14,,
34588,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,5.0,33,False,2022-08-20,,
34590,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,2.0,34,False,2022-08-28,,
34593,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,3.0,35,True,2022-09-01,,
34599,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,36,False,2022-09-11,,
34605,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,8.0,37,False,2022-09-17,,
34611,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,38,True,2022-09-23,,
34616,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,39,False,2022-10-02,,
34429,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,0.0,40,False,2022-01-01,202201.0,T-不計價
34623,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,41,False,2022-10-16,,
34628,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,42,False,2022-10-22,,
34632,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,6.0,43,True,2022-10-28,,
34642,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,13.0,44,False,2022-11-06,,
34645,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,4.0,45,False,2022-11-13,,
34651,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,8.0,46,False,2022-11-20,,
34657,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,7.0,47,True,2022-11-25,,
34660,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,3.0,48,True,2022-12-02,,
34670,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,10.0,49,False,2022-12-11,,
34674,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,4.0,50,True,2022-12-16,,
34679,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,5.0,51,False,2022-12-25,,
34686,DLI1,B08143445,紗布墊 4〞X4〞X8Ply,10.0,52,False,2022-12-31,,
