,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
54745,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,1,False,2022-01-09,,
54746,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),1.0,2,True,2022-01-11,,
54751,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),5.0,3,True,2022-01-19,,
54753,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,4,True,2022-01-30,,
54756,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,5,False,2022-02-02,,
54762,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),7.0,6,True,2022-02-11,,
54766,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,7,True,2022-02-17,,
54772,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,8,False,2022-02-27,,
54775,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,9,True,2022-03-02,,
54780,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,10,True,2022-03-11,,
54785,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),5.0,11,True,2022-03-18,,
54789,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,12,False,2022-03-27,,
54792,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),10.0,13,True,2022-03-30,,
54797,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),5.0,14,False,2022-04-09,,
54803,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),7.0,15,True,2022-04-15,,
54806,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,16,True,2022-04-21,,
54812,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,17,True,2022-04-29,,
54815,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,18,True,2022-05-05,,
54821,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,19,False,2022-05-14,,
54825,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,20,False,2022-05-21,,
54829,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,21,False,2022-05-28,,
54832,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,22,False,2022-06-03,,
54836,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,23,False,2022-06-12,,
54838,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,24,True,2022-06-17,,
54840,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,25,True,2022-06-23,,
54843,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,26,True,2022-07-01,,
54846,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,27,True,2022-07-07,,
54740,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),0.0,28,False,2022-01-01,202201.0,T-不計價
54850,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,29,False,2022-07-23,,
54852,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,30,False,2022-07-31,,
54855,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,31,True,2022-08-03,,
54856,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),1.0,32,True,2022-08-11,,
54859,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,33,False,2022-08-21,,
54863,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,34,False,2022-08-27,,
54865,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,35,True,2022-08-31,,
54868,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,36,False,2022-09-11,,
54873,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),5.0,37,False,2022-09-17,,
54874,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),1.0,38,True,2022-09-23,,
54740,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),0.0,39,False,2022-01-01,202201.0,T-不計價
54875,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),1.0,40,True,2022-10-09,,
54876,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),1.0,41,True,2022-10-10,,
54880,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,42,False,2022-10-22,,
54884,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),4.0,43,True,2022-10-28,,
54890,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,44,False,2022-11-06,,
54894,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),5.0,45,True,2022-11-10,,
54897,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,46,True,2022-11-17,,
54900,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,47,True,2022-11-24,,
54902,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,48,True,2022-11-29,,
54908,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),10.0,49,False,2022-12-11,,
54913,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),5.0,50,True,2022-12-15,,
54919,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),6.0,51,False,2022-12-25,,
54923,DLI1,V00400273,潤滑凍膏 2.7-3GM(滅菌),7.0,52,False,2022-12-31,,
