,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,2
1,2019-01-14,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,3
2,2019-01-28,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,5
3,2019-02-18,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,8
4,2019-03-04,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,10
5,2019-04-22,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,17
6,2019-04-29,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,18
7,2019-05-06,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,19
8,2019-05-13,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,20
9,2019-06-03,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23
10,2019-08-19,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,34
11,2019-09-16,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,38
12,2019-09-30,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,40
13,2019-12-02,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,49
14,2019-12-16,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,51
15,2019-12-23,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,52
0,2020-04-06,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,15
1,2020-04-13,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,16
2,2020-05-11,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,20
3,2020-05-25,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,22
4,2020-06-01,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23
5,2020-08-31,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,36
6,2020-10-26,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,44
7,2020-11-23,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,48
8,2020-12-14,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,51
0,2021-01-18,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,3
1,2021-03-22,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,12
2,2021-04-19,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,60.0,60.0,0.0,16
3,2021-05-24,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,21
4,2021-09-13,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,37
5,2021-09-27,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,20.0,20.0,0.0,39
6,2021-10-18,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,70.0,70.0,0.0,42
7,2021-11-08,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,45
8,2021-12-06,B08142448,紗布墊 10cmx10cmx8ply,2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,49
