,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,2
1,2019-05-06,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,19
2,2019-10-21,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,43
0,2020-10-05,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,41
1,2020-10-12,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,42
2,2020-11-16,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,47
3,2020-11-30,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,49
4,2020-12-14,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,51
0,2021-03-22,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,5.0,5.0,0.0,12
1,2021-04-12,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,15
2,2021-05-03,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,18
3,2021-06-04,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,22
4,2021-06-07,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,23
5,2021-06-04,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,22
6,2021-06-07,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,23
7,2021-08-16,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,33
8,2021-09-03,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,35
9,2021-09-27,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,39
10,2021-10-04,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,40
11,2021-10-18,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,42
12,2021-11-08,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,45
13,2021-12-03,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,3.0,3.0,0.0,48
14,2021-12-13,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,1.0,1.0,0.0,50
15,2021-12-27,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,3.0,0.0,0.0,2.0,2.0,0.0,52
