,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-03,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,1
1,2019-01-11,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,2
2,2019-01-18,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,3
3,2019-02-14,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,7
4,2019-03-14,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,11
5,2019-03-22,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,12
6,2019-04-15,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,16
7,2019-05-08,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,19
8,2019-05-25,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,21
9,2019-06-13,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,24
10,2019-07-18,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,29
11,2019-08-16,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,33
12,2019-09-02,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,36
13,2019-10-01,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,40
14,2019-10-07,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,41
15,2019-10-24,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,43
16,2019-11-12,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,46
17,2019-12-06,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,49
18,2019-12-20,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,51
19,2019-12-23,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,52
20,2019-12-27,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,52
0,2020-01-13,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,3
1,2020-01-18,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,2400.0,2400.0,0.0,3
2,2020-05-11,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,20
3,2020-06-17,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,25
4,2020-06-23,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,26
5,2020-07-20,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,30
6,2020-08-11,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,33
7,2020-09-01,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,36
8,2020-09-04,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,36
9,2020-10-27,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,44
10,2020-11-25,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,48
11,2020-12-22,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,52
0,2021-01-07,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,1
1,2021-03-02,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,2400.0,2400.0,0.0,9
2,2021-04-14,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,15
3,2021-05-12,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,19
4,2021-06-04,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,22
5,2021-06-24,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,25
6,2021-06-04,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,22
7,2021-06-24,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,25
8,2021-08-05,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,300.0,300.0,0.0,31
9,2021-08-09,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,200.0,200.0,0.0,32
10,2021-08-16,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,300.0,300.0,0.0,33
11,2021-08-23,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,300.0,300.0,0.0,34
12,2021-08-30,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,400.0,400.0,0.0,35
13,2021-09-06,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,500.0,500.0,0.0,36
14,2021-09-13,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,100.0,100.0,0.0,37
15,2021-09-16,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,400.0,400.0,0.0,37
16,2021-09-20,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,38
17,2021-09-27,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,200.0,200.0,0.0,39
18,2021-10-07,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,40
19,2021-11-09,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,45
20,2021-12-22,B08340408,Y型紗布-不織布,4〞x4〞   2片/包,包,T,1500.0,0.0,0.0,1200.0,1200.0,0.0,51
