,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,2
1,2019-01-14,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,3
2,2019-02-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,20.0,20.0,0.0,8
3,2019-03-01,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,9
4,2019-03-04,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,10
5,2019-05-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,19
6,2019-05-13,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,20
7,2019-06-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,25
8,2019-07-08,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,28
9,2019-07-15,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,29
10,2019-08-05,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,32
11,2019-08-19,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,34
12,2019-09-02,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,36
13,2019-09-09,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,37
14,2019-09-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,40
15,2019-10-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,43
16,2019-11-04,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,45
17,2019-11-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,47
18,2019-12-02,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,49
19,2019-12-09,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,50
20,2019-12-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,51
21,2019-12-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,1
0,2020-01-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,2
1,2020-02-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,8
2,2020-03-09,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,11
3,2020-03-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,12
4,2020-03-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,14
5,2020-04-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,15
6,2020-04-13,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,16
7,2020-05-04,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,19
8,2020-05-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,21
9,2020-06-01,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23
10,2020-06-15,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,25
11,2020-06-22,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,26
12,2020-07-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,28
13,2020-08-24,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,35
14,2020-09-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,37
15,2020-09-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,39
16,2020-10-05,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,41
17,2020-10-12,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,42
18,2020-11-02,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,20.0,20.0,0.0,45
19,2020-11-09,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,46
20,2020-11-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,47
21,2020-11-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,49
22,2020-12-14,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,51
23,2020-12-28,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,53
0,2021-01-04,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,1
1,2021-01-11,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,20.0,20.0,0.0,2
2,2021-01-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,200.0,200.0,0.0,3
3,2021-01-22,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,3
4,2021-01-25,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,4
5,2021-02-01,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,5
6,2021-03-29,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,13
7,2021-04-08,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,130.0,130.0,0.0,14
8,2021-04-12,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,15
9,2021-04-26,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,60.0,60.0,0.0,17
10,2021-05-03,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,60.0,60.0,0.0,18
11,2021-05-17,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,20
12,2021-05-24,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,21
13,2021-05-31,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,40.0,40.0,0.0,22
14,2021-06-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23
15,2021-06-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,25
16,2021-06-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,23
17,2021-06-21,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,25
18,2021-08-05,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,20.0,20.0,0.0,31
19,2021-08-16,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,33
20,2021-08-23,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,34
21,2021-08-30,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,70.0,70.0,0.0,35
22,2021-09-13,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,60.0,60.0,0.0,37
23,2021-09-27,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,50.0,50.0,0.0,39
24,2021-10-07,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,40
25,2021-10-18,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,42
26,2021-10-26,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,200.0,200.0,0.0,43
27,2021-11-22,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,47
28,2021-12-03,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,30.0,30.0,0.0,48
29,2021-12-06,B08320206,Y型紗布-不織布,2〞x2〞  2片/包,包,T,100.0,0.0,0.0,100.0,100.0,0.0,49
