,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,2.0,2.0,0.0,2
1,2019-01-14,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,5.0,5.0,0.0,3
2,2019-03-25,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,13
3,2019-04-01,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,14
4,2019-04-15,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,2.0,2.0,0.0,16
5,2019-05-27,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,4.0,4.0,0.0,22
6,2019-06-24,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,26
7,2019-08-12,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,3.0,3.0,0.0,33
8,2019-08-25,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,-3.0,-3.0,0.0,34
9,2019-12-09,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,50
0,2020-01-06,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,5.0,5.0,0.0,2
1,2020-07-31,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,3.0,3.0,0.0,31
2,2020-09-07,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,2.0,2.0,0.0,37
0,2021-01-04,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,1
1,2021-02-05,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,5
2,2021-05-03,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,18
3,2021-05-10,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,19
4,2021-08-06,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,2.0,2.0,0.0,31
5,2021-09-20,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,2.0,2.0,0.0,38
6,2021-11-22,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,47
7,2021-12-03,B04904105,舒軟膠布,100mm*10M,卷,T,5.0,0.0,0.0,1.0,1.0,0.0,48
