,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,2
1,2019-01-28,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,3.0,3.0,0.0,5
2,2019-02-18,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,8
3,2019-03-25,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,13
4,2019-04-01,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,14
5,2019-06-06,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,23
6,2019-07-22,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,4.0,4.0,0.0,30
7,2019-09-02,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,4.0,4.0,0.0,36
8,2019-09-09,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,37
9,2019-10-07,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,3.0,3.0,0.0,41
10,2019-10-28,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,44
11,2019-12-09,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,10.0,10.0,0.0,50
0,2020-01-20,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,4
1,2020-06-08,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,4.0,4.0,0.0,24
2,2020-06-15,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,25
3,2020-07-20,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,30
4,2020-07-25,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,-2.0,-2.0,0.0,30
5,2020-08-03,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,32
6,2020-08-24,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,35
7,2020-09-28,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,40
8,2020-10-05,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,41
9,2020-10-12,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,42
10,2020-10-19,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,5.0,5.0,0.0,43
11,2020-10-26,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,3.0,3.0,0.0,44
12,2020-11-09,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,3.0,3.0,0.0,46
13,2020-11-29,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,5.0,0.0,0.0,2.0,2.0,0.0,48
