,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,1,True,2022-01-06,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,2,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,3,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,4,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,5,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,6,True,2022-01-06,202201.0,T-不計價
97112,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,7,True,2022-02-16,,
97113,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,8,True,2022-02-25,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,9,True,2022-01-06,202201.0,T-不計價
97114,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,10,True,2022-03-09,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,11,True,2022-01-06,202201.0,T-不計價
97116,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,12,True,2022-03-23,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,13,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,14,True,2022-01-06,202201.0,T-不計價
97118,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,15,True,2022-04-15,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,16,True,2022-01-06,202201.0,T-不計價
97119,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,17,True,2022-04-29,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,18,True,2022-01-06,202201.0,T-不計價
97121,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,19,True,2022-05-12,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,20,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,21,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,22,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,23,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,24,True,2022-01-06,202201.0,T-不計價
97122,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,25,True,2022-06-21,,
97124,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,26,True,2022-06-30,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,27,True,2022-01-06,202201.0,T-不計價
97126,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,28,False,2022-07-16,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,29,True,2022-01-06,202201.0,T-不計價
97128,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,30,True,2022-07-28,,
97129,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,31,True,2022-08-05,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,32,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,33,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,34,True,2022-01-06,202201.0,T-不計價
97130,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,35,False,2022-09-04,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,36,True,2022-01-06,202201.0,T-不計價
97131,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,37,False,2022-09-17,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,38,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,39,True,2022-01-06,202201.0,T-不計價
97133,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,40,False,2022-10-04,,
97135,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,2,41,False,2022-10-16,,
97136,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,42,True,2022-10-20,,
97137,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,43,True,2022-10-27,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,44,True,2022-01-06,202201.0,T-不計價
97138,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,45,True,2022-11-09,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,46,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,47,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,48,True,2022-01-06,202201.0,T-不計價
97139,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,49,True,2022-12-09,,
97140,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,1,50,True,2022-12-14,,
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,51,True,2022-01-06,202201.0,T-不計價
97111,DLN6,U00202042,塑膠三路考克 3Way附Luer Lock,0,52,True,2022-01-06,202201.0,T-不計價
