,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
96883,DLN6,T01910532,丟棄式人工甦醒球,2,1,True,2022-01-07,,
96885,DLN6,T01910532,丟棄式人工甦醒球,3,2,True,2022-01-14,,
96886,DLN6,T01910532,丟棄式人工甦醒球,1,3,True,2022-01-20,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,4,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,5,True,2022-01-07,202201.0,T-不計價
96887,DLN6,T01910532,丟棄式人工甦醒球,1,6,False,2022-02-12,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,7,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,8,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,9,True,2022-01-07,202201.0,T-不計價
96889,DLN6,T01910532,丟棄式人工甦醒球,2,10,True,2022-03-09,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,11,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,12,True,2022-01-07,202201.0,T-不計價
96890,DLN6,T01910532,丟棄式人工甦醒球,1,13,True,2022-03-29,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,14,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,15,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,16,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,17,True,2022-01-07,202201.0,T-不計價
96892,DLN6,T01910532,丟棄式人工甦醒球,2,18,False,2022-05-08,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,19,True,2022-01-07,202201.0,T-不計價
96893,DLN6,T01910532,丟棄式人工甦醒球,1,20,True,2022-05-18,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,21,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,22,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,23,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,24,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,25,True,2022-01-07,202201.0,T-不計價
96895,DLN6,T01910532,丟棄式人工甦醒球,3,26,False,2022-07-02,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,27,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,28,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,29,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,30,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,31,True,2022-01-07,202201.0,T-不計價
96896,DLN6,T01910532,丟棄式人工甦醒球,1,32,True,2022-08-10,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,33,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,34,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,35,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,36,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,37,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,38,True,2022-01-07,202201.0,T-不計價
96897,DLN6,T01910532,丟棄式人工甦醒球,1,39,True,2022-09-26,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,40,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,41,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,42,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,43,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,44,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,45,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,46,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,47,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,48,True,2022-01-07,202201.0,T-不計價
96898,DLN6,T01910532,丟棄式人工甦醒球,3,49,True,2022-12-07,,
96882,DLN6,T01910532,丟棄式人工甦醒球,0,50,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,51,True,2022-01-07,202201.0,T-不計價
96882,DLN6,T01910532,丟棄式人工甦醒球,0,52,True,2022-01-07,202201.0,T-不計價
