,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
63810,DLN6,C00120184,二叉留置導尿管18FR,6,1,False,2022-01-09,,
63814,DLN6,C00120184,二叉留置導尿管18FR,4,2,False,2022-01-15,,
63818,DLN6,C00120184,二叉留置導尿管18FR,4,3,False,2022-01-23,,
63821,DLN6,C00120184,二叉留置導尿管18FR,3,4,True,2022-01-30,,
63824,DLN6,C00120184,二叉留置導尿管18FR,3,5,False,2022-02-06,,
63825,DLN6,C00120184,二叉留置導尿管18FR,1,6,True,2022-02-11,,
63828,DLN6,C00120184,二叉留置導尿管18FR,3,7,False,2022-02-19,,
63829,DLN6,C00120184,二叉留置導尿管18FR,1,8,True,2022-02-23,,
63836,DLN6,C00120184,二叉留置導尿管18FR,7,9,False,2022-03-05,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,10,False,2022-01-02,202201.0,T-不計價
63803,DLN6,C00120184,二叉留置導尿管18FR,0,11,False,2022-01-02,202201.0,T-不計價
63803,DLN6,C00120184,二叉留置導尿管18FR,0,12,False,2022-01-02,202201.0,T-不計價
63837,DLN6,C00120184,二叉留置導尿管18FR,1,13,False,2022-04-03,,
63839,DLN6,C00120184,二叉留置導尿管18FR,2,14,False,2022-04-10,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,15,False,2022-01-02,202201.0,T-不計價
63840,DLN6,C00120184,二叉留置導尿管18FR,1,16,True,2022-04-19,,
63841,DLN6,C00120184,二叉留置導尿管18FR,1,17,True,2022-04-28,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,18,False,2022-01-02,202201.0,T-不計價
63843,DLN6,C00120184,二叉留置導尿管18FR,2,19,True,2022-05-10,,
63847,DLN6,C00120184,二叉留置導尿管18FR,4,20,True,2022-05-19,,
63852,DLN6,C00120184,二叉留置導尿管18FR,6,21,False,2022-05-28,,
63855,DLN6,C00120184,二叉留置導尿管18FR,3,22,True,2022-05-31,,
63858,DLN6,C00120184,二叉留置導尿管18FR,3,23,True,2022-06-07,,
63862,DLN6,C00120184,二叉留置導尿管18FR,4,24,False,2022-06-19,,
63863,DLN6,C00120184,二叉留置導尿管18FR,1,25,True,2022-06-22,,
63866,DLN6,C00120184,二叉留置導尿管18FR,3,26,True,2022-06-29,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,27,False,2022-01-02,202201.0,T-不計價
63803,DLN6,C00120184,二叉留置導尿管18FR,0,28,False,2022-01-02,202201.0,T-不計價
63870,DLN6,C00120184,二叉留置導尿管18FR,4,29,False,2022-07-24,,
63873,DLN6,C00120184,二叉留置導尿管18FR,3,30,False,2022-07-31,,
63875,DLN6,C00120184,二叉留置導尿管18FR,2,31,True,2022-08-03,,
63876,DLN6,C00120184,二叉留置導尿管18FR,1,32,True,2022-08-11,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,33,False,2022-01-02,202201.0,T-不計價
63877,DLN6,C00120184,二叉留置導尿管18FR,1,34,True,2022-08-26,,
63881,DLN6,C00120184,二叉留置導尿管18FR,5,35,True,2022-09-02,,
63884,DLN6,C00120184,二叉留置導尿管18FR,3,36,True,2022-09-09,,
63886,DLN6,C00120184,二叉留置導尿管18FR,2,37,False,2022-09-18,,
63889,DLN6,C00120184,二叉留置導尿管18FR,3,38,False,2022-09-25,,
63890,DLN6,C00120184,二叉留置導尿管18FR,1,39,True,2022-09-26,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,40,False,2022-01-02,202201.0,T-不計價
63892,DLN6,C00120184,二叉留置導尿管18FR,2,41,False,2022-10-16,,
63895,DLN6,C00120184,二叉留置導尿管18FR,3,42,False,2022-10-22,,
63896,DLN6,C00120184,二叉留置導尿管18FR,1,43,True,2022-10-26,,
63899,DLN6,C00120184,二叉留置導尿管18FR,3,44,True,2022-11-02,,
63903,DLN6,C00120184,二叉留置導尿管18FR,4,45,False,2022-11-13,,
63906,DLN6,C00120184,二叉留置導尿管18FR,3,46,True,2022-11-15,,
63907,DLN6,C00120184,二叉留置導尿管18FR,1,47,True,2022-11-22,,
63909,DLN6,C00120184,二叉留置導尿管18FR,2,48,False,2022-12-04,,
63803,DLN6,C00120184,二叉留置導尿管18FR,0,49,False,2022-01-02,202201.0,T-不計價
63912,DLN6,C00120184,二叉留置導尿管18FR,3,50,False,2022-12-18,,
63914,DLN6,C00120184,二叉留置導尿管18FR,2,51,False,2022-12-25,,
63917,DLN6,C00120184,二叉留置導尿管18FR,5,52,True,2022-12-30,,
