,庫房,料號,品名,數量,週,工作日,帳務日期
74974,DLN6,C13941807,抽痰連接管,5,1,False,2022-01-08
74979,DLN6,C13941807,抽痰連接管,5,2,True,2022-01-13
74983,DLN6,C13941807,抽痰連接管,4,3,False,2022-01-22
74989,DLN6,C13941807,抽痰連接管,6,4,True,2022-01-30
74995,DLN6,C13941807,抽痰連接管,6,5,False,2022-02-06
75003,DLN6,C13941807,抽痰連接管,8,6,False,2022-02-12
75011,DLN6,C13941807,抽痰連接管,8,7,True,2022-02-17
75018,DLN6,C13941807,抽痰連接管,7,8,False,2022-02-27
75024,DLN6,C13941807,抽痰連接管,6,9,False,2022-03-06
75029,DLN6,C13941807,抽痰連接管,5,10,False,2022-03-12
75033,DLN6,C13941807,抽痰連接管,4,11,False,2022-03-20
75039,DLN6,C13941807,抽痰連接管,8,12,False,2022-03-27
75047,DLN6,C13941807,抽痰連接管,8,13,False,2022-04-03
75051,DLN6,C13941807,抽痰連接管,4,14,True,2022-04-08
75058,DLN6,C13941807,抽痰連接管,7,15,False,2022-04-16
75064,DLN6,C13941807,抽痰連接管,6,16,True,2022-04-24
75073,DLN6,C13941807,抽痰連接管,10,17,False,2022-05-01
75079,DLN6,C13941807,抽痰連接管,6,18,False,2022-05-08
75087,DLN6,C13941807,抽痰連接管,8,19,False,2022-05-15
75096,DLN6,C13941807,抽痰連接管,9,20,False,2022-05-21
75102,DLN6,C13941807,抽痰連接管,6,21,False,2022-05-28
75109,DLN6,C13941807,抽痰連接管,7,22,False,2022-06-04
75115,DLN6,C13941807,抽痰連接管,6,23,False,2022-06-12
75129,DLN6,C13941807,抽痰連接管,14,24,False,2022-06-19
75138,DLN6,C13941807,抽痰連接管,9,25,False,2022-06-25
75149,DLN6,C13941807,抽痰連接管,11,26,True,2022-07-01
75151,DLN6,C13941807,抽痰連接管,2,27,True,2022-07-06
75157,DLN6,C13941807,抽痰連接管,6,28,False,2022-07-17
75169,DLN6,C13941807,抽痰連接管,12,29,False,2022-07-24
75185,DLN6,C13941807,抽痰連接管,16,30,False,2022-07-31
75198,DLN6,C13941807,抽痰連接管,13,31,False,2022-08-06
75208,DLN6,C13941807,抽痰連接管,11,32,False,2022-08-14
75216,DLN6,C13941807,抽痰連接管,8,33,True,2022-08-19
75226,DLN6,C13941807,抽痰連接管,10,34,False,2022-08-28
75233,DLN6,C13941807,抽痰連接管,7,35,True,2022-09-02
75244,DLN6,C13941807,抽痰連接管,11,36,False,2022-09-11
75260,DLN6,C13941807,抽痰連接管,16,37,False,2022-09-18
75271,DLN6,C13941807,抽痰連接管,12,38,False,2022-09-25
75285,DLN6,C13941807,抽痰連接管,15,39,False,2022-10-02
75295,DLN6,C13941807,抽痰連接管,10,40,True,2022-10-09
75307,DLN6,C13941807,抽痰連接管,15,41,False,2022-10-16
75313,DLN6,C13941807,抽痰連接管,6,42,False,2022-10-22
75324,DLN6,C13941807,抽痰連接管,11,43,False,2022-10-30
75334,DLN6,C13941807,抽痰連接管,10,44,False,2022-11-06
75339,DLN6,C13941807,抽痰連接管,5,45,False,2022-11-12
75351,DLN6,C13941807,抽痰連接管,12,46,False,2022-11-20
75360,DLN6,C13941807,抽痰連接管,9,47,True,2022-11-25
75363,DLN6,C13941807,抽痰連接管,3,48,False,2022-12-03
75374,DLN6,C13941807,抽痰連接管,11,49,False,2022-12-10
75382,DLN6,C13941807,抽痰連接管,8,50,False,2022-12-17
75391,DLN6,C13941807,抽痰連接管,9,51,False,2022-12-24
75400,DLN6,C13941807,抽痰連接管,10,52,False,2022-12-31
