,庫房,料號,品名,數量,週,工作日,帳務日期
40860,DLN5,C13930399,T型連接管,59,1,False,2022/1/9
40913,DLN5,C13930399,T型連接管,62,2,False,2022/1/16
40963,DLN5,C13930399,T型連接管,58,3,False,2022/1/23
40989,DLN5,C13930399,T型連接管,28,4,True,2022/1/28
40798,DLN5,C13930399,T型連接管,0,5,False,2022/1/1
41032,DLN5,C13930399,T型連接管,51,6,False,2022/2/13
41109,DLN5,C13930399,T型連接管,83,7,False,2022/2/20
41161,DLN5,C13930399,T型連接管,60,8,False,2022/2/27
41208,DLN5,C13930399,T型連接管,53,9,False,2022/3/6
41274,DLN5,C13930399,T型連接管,74,10,False,2022/3/13
41343,DLN5,C13930399,T型連接管,77,11,False,2022/3/20
41408,DLN5,C13930399,T型連接管,67,12,False,2022/3/27
41476,DLN5,C13930399,T型連接管,77,13,False,2022/4/3
41519,DLN5,C13930399,T型連接管,46,14,False,2022/4/10
41589,DLN5,C13930399,T型連接管,82,15,False,2022/4/17
41649,DLN5,C13930399,T型連接管,66,16,True,2022/4/24
41704,DLN5,C13930399,T型連接管,64,17,False,2022/5/1
41768,DLN5,C13930399,T型連接管,72,18,False,2022/5/8
41818,DLN5,C13930399,T型連接管,56,19,False,2022/5/15
41856,DLN5,C13930399,T型連接管,45,20,False,2022/5/22
41908,DLN5,C13930399,T型連接管,58,21,False,2022/5/29
41941,DLN5,C13930399,T型連接管,39,22,False,2022/6/5
41961,DLN5,C13930399,T型連接管,21,23,False,2022/6/12
41975,DLN5,C13930399,T型連接管,15,24,False,2022/6/19
41999,DLN5,C13930399,T型連接管,28,25,False,2022/6/26
42022,DLN5,C13930399,T型連接管,28,26,False,2022/7/3
42073,DLN5,C13930399,T型連接管,63,27,False,2022/7/10
42133,DLN5,C13930399,T型連接管,70,28,False,2022/7/17
42181,DLN5,C13930399,T型連接管,53,29,False,2022/7/24
42231,DLN5,C13930399,T型連接管,60,30,False,2022/7/31
42272,DLN5,C13930399,T型連接管,48,31,False,2022/8/7
42312,DLN5,C13930399,T型連接管,50,32,False,2022/8/14
42356,DLN5,C13930399,T型連接管,53,33,False,2022/8/21
42399,DLN5,C13930399,T型連接管,50,34,False,2022/8/28
42464,DLN5,C13930399,T型連接管,68,35,False,2022/9/4
42506,DLN5,C13930399,T型連接管,48,36,False,2022/9/11
42553,DLN5,C13930399,T型連接管,54,37,False,2022/9/18
42620,DLN5,C13930399,T型連接管,77,38,False,2022/9/25
42695,DLN5,C13930399,T型連接管,89,39,False,2022/10/2
42773,DLN5,C13930399,T型連接管,83,40,True,2022/10/9
42848,DLN5,C13930399,T型連接管,85,41,False,2022/10/16
42917,DLN5,C13930399,T型連接管,79,42,False,2022/10/23
43019,DLN5,C13930399,T型連接管,119,43,False,2022/10/30
43102,DLN5,C13930399,T型連接管,105,44,False,2022/11/6
43185,DLN5,C13930399,T型連接管,97,45,False,2022/11/13
43260,DLN5,C13930399,T型連接管,89,46,False,2022/11/20
43322,DLN5,C13930399,T型連接管,70,47,False,2022/11/27
43397,DLN5,C13930399,T型連接管,83,48,False,2022/12/4
43466,DLN5,C13930399,T型連接管,82,49,False,2022/12/11
43531,DLN5,C13930399,T型連接管,72,50,False,2022/12/18
43602,DLN5,C13930399,T型連接管,78,51,False,2022/12/25
43654,DLN5,C13930399,T型連接管,69,52,False,2022/12/31
