,庫房,料號,品名,數量,週,工作日,帳務日期
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,1,False,2022/1/9
52891,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,2,True,2022/1/10
52892,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,3,True,2022/1/17
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,4,False,2022/1/9
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,5,False,2022/1/9
52895,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,6,True,2022/2/10
52896,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,7,True,2022/2/17
52900,DLN5,J00202019,勤達豪華型尿袋 (滅菌),4,8,True,2022/2/24
52902,DLN5,J00202019,勤達豪華型尿袋 (滅菌),2,9,False,2022/3/6
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,10,False,2022/1/9
52903,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,11,True,2022/3/18
52907,DLN5,J00202019,勤達豪華型尿袋 (滅菌),4,12,False,2022/3/27
52910,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,13,True,2022/4/1
52911,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,14,False,2022/4/4
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,15,False,2022/1/9
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,16,False,2022/1/9
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,17,False,2022/1/9
52912,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,18,False,2022/5/4
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,19,False,2022/1/9
52915,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,20,False,2022/5/22
52916,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,21,True,2022/5/25
52917,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,22,True,2022/6/1
52920,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,23,True,2022/6/10
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,24,False,2022/1/9
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,25,False,2022/1/9
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,26,False,2022/1/9
52922,DLN5,J00202019,勤達豪華型尿袋 (滅菌),2,27,False,2022/7/10
52927,DLN5,J00202019,勤達豪華型尿袋 (滅菌),5,28,True,2022/7/14
52928,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,29,True,2022/7/20
52929,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,30,True,2022/7/26
52930,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,31,True,2022/8/3
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,32,False,2022/1/9
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,33,False,2022/1/9
52931,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,34,True,2022/8/22
52934,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,35,False,2022/9/3
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,36,False,2022/1/9
52941,DLN5,J00202019,勤達豪華型尿袋 (滅菌),6,37,False,2022/9/18
52942,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,38,True,2022/9/22
52943,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,39,True,2022/9/30
52948,DLN5,J00202019,勤達豪華型尿袋 (滅菌),5,40,True,2022/10/8
52951,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,41,False,2022/10/16
52953,DLN5,J00202019,勤達豪華型尿袋 (滅菌),2,42,True,2022/10/21
52956,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,43,True,2022/10/28
52960,DLN5,J00202019,勤達豪華型尿袋 (滅菌),4,44,True,2022/11/1
52962,DLN5,J00202019,勤達豪華型尿袋 (滅菌),2,45,False,2022/11/12
52966,DLN5,J00202019,勤達豪華型尿袋 (滅菌),4,46,True,2022/11/18
52968,DLN5,J00202019,勤達豪華型尿袋 (滅菌),2,47,True,2022/11/22
52971,DLN5,J00202019,勤達豪華型尿袋 (滅菌),3,48,True,2022/12/2
52889,DLN5,J00202019,勤達豪華型尿袋 (滅菌),0,49,False,2022/1/9
52972,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,50,True,2022/12/13
52973,DLN5,J00202019,勤達豪華型尿袋 (滅菌),1,51,True,2022/12/20
52978,DLN5,J00202019,勤達豪華型尿袋 (滅菌),5,52,True,2022/12/30
