,庫房,料號,品名,數量,週,工作日,帳務日期
52986,DLN5,J00300505,小腿尿袋,5,1,True,2022/1/7
52987,DLN5,J00300505,小腿尿袋,1,2,True,2022/1/10
52981,DLN5,J00300505,小腿尿袋,0,3,False,2022/1/1
52988,DLN5,J00300505,小腿尿袋,1,4,True,2022/1/24
52981,DLN5,J00300505,小腿尿袋,0,5,False,2022/1/1
52990,DLN5,J00300505,小腿尿袋,2,6,False,2022/2/13
52993,DLN5,J00300505,小腿尿袋,3,7,False,2022/2/19
52995,DLN5,J00300505,小腿尿袋,2,8,True,2022/2/23
52996,DLN5,J00300505,小腿尿袋,1,9,True,2022/2/28
52997,DLN5,J00300505,小腿尿袋,1,10,False,2022/3/12
53000,DLN5,J00300505,小腿尿袋,3,11,False,2022/3/19
53001,DLN5,J00300505,小腿尿袋,1,12,False,2022/3/27
53005,DLN5,J00300505,小腿尿袋,4,13,True,2022/3/31
53008,DLN5,J00300505,小腿尿袋,3,14,True,2022/4/8
53011,DLN5,J00300505,小腿尿袋,3,15,False,2022/4/16
53015,DLN5,J00300505,小腿尿袋,4,16,True,2022/4/22
53017,DLN5,J00300505,小腿尿袋,2,17,True,2022/4/28
53018,DLN5,J00300505,小腿尿袋,1,18,False,2022/5/3
53021,DLN5,J00300505,小腿尿袋,3,19,False,2022/5/14
53025,DLN5,J00300505,小腿尿袋,4,20,False,2022/5/22
53030,DLN5,J00300505,小腿尿袋,5,21,False,2022/5/29
53035,DLN5,J00300505,小腿尿袋,5,22,False,2022/6/5
52981,DLN5,J00300505,小腿尿袋,0,23,False,2022/1/1
52981,DLN5,J00300505,小腿尿袋,0,24,False,2022/1/1
52981,DLN5,J00300505,小腿尿袋,0,25,False,2022/1/1
53036,DLN5,J00300505,小腿尿袋,1,26,True,2022/6/29
53043,DLN5,J00300505,小腿尿袋,7,27,False,2022/7/10
53045,DLN5,J00300505,小腿尿袋,2,28,True,2022/7/13
53048,DLN5,J00300505,小腿尿袋,3,29,True,2022/7/18
53049,DLN5,J00300505,小腿尿袋,1,30,True,2022/7/27
53051,DLN5,J00300505,小腿尿袋,2,31,True,2022/8/4
53055,DLN5,J00300505,小腿尿袋,4,32,False,2022/8/14
53058,DLN5,J00300505,小腿尿袋,3,33,False,2022/8/20
53060,DLN5,J00300505,小腿尿袋,2,34,False,2022/8/27
53061,DLN5,J00300505,小腿尿袋,1,35,True,2022/9/1
53063,DLN5,J00300505,小腿尿袋,2,36,False,2022/9/10
53067,DLN5,J00300505,小腿尿袋,4,37,False,2022/9/18
53071,DLN5,J00300505,小腿尿袋,4,38,False,2022/9/25
53078,DLN5,J00300505,小腿尿袋,7,39,False,2022/10/2
53086,DLN5,J00300505,小腿尿袋,8,40,True,2022/10/9
53090,DLN5,J00300505,小腿尿袋,4,41,False,2022/10/16
53093,DLN5,J00300505,小腿尿袋,3,42,False,2022/10/23
53098,DLN5,J00300505,小腿尿袋,5,43,False,2022/10/30
53104,DLN5,J00300505,小腿尿袋,6,44,False,2022/11/5
53111,DLN5,J00300505,小腿尿袋,7,45,False,2022/11/13
53112,DLN5,J00300505,小腿尿袋,1,46,False,2022/11/19
53113,DLN5,J00300505,小腿尿袋,1,47,True,2022/11/23
53116,DLN5,J00300505,小腿尿袋,3,48,False,2022/12/4
53121,DLN5,J00300505,小腿尿袋,5,49,True,2022/12/9
53123,DLN5,J00300505,小腿尿袋,2,50,False,2022/12/18
53126,DLN5,J00300505,小腿尿袋,3,51,True,2022/12/22
53131,DLN5,J00300505,小腿尿袋,6,52,False,2022/12/31
