,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,1,False,2022-01-03,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,2,False,2022-01-03,202201.0,C-計價
8945,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,3,True,2022-01-20,,
8948,DLRI,C00123169,二叉矽質導尿管-16Fr,3.0,4,True,2022-01-26,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,5,False,2022-01-03,202201.0,C-計價
8949,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,6,True,2022-02-11,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,7,False,2022-01-03,202201.0,C-計價
8952,DLRI,C00123169,二叉矽質導尿管-16Fr,3.0,8,False,2022-02-26,,
8953,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,9,True,2022-03-01,,
8954,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,10,True,2022-03-11,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,11,False,2022-01-03,202201.0,C-計價
8958,DLRI,C00123169,二叉矽質導尿管-16Fr,4.0,12,False,2022-03-26,,
8959,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,13,True,2022-04-01,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,14,False,2022-01-03,202201.0,C-計價
8961,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,15,True,2022-04-12,,
8962,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,16,True,2022-04-18,,
8965,DLRI,C00123169,二叉矽質導尿管-16Fr,3.0,17,True,2022-04-26,,
8966,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,18,False,2022-05-02,,
8970,DLRI,C00123169,二叉矽質導尿管-16Fr,3.0,19,True,2022-05-12,,
8971,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,20,True,2022-05-18,,
8973,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,21,True,2022-05-26,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,22,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,23,False,2022-01-03,202201.0,C-計價
8974,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,24,True,2022-06-15,,
8975,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,25,False,2022-06-26,,
8976,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,26,True,2022-06-30,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,27,False,2022-01-03,202201.0,C-計價
8978,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,28,True,2022-07-15,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,29,False,2022-01-03,202201.0,C-計價
8980,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,30,False,2022-07-30,,
8982,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,31,True,2022-08-04,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,32,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,33,False,2022-01-03,202201.0,C-計價
8983,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,34,True,2022-08-26,,
8985,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,35,True,2022-09-01,,
8986,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,36,True,2022-09-05,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,37,False,2022-01-03,202201.0,C-計價
8987,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,38,True,2022-09-19,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,39,False,2022-01-03,202201.0,C-計價
8988,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,40,False,2022-10-03,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,41,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,42,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,43,False,2022-01-03,202201.0,C-計價
8989,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,44,True,2022-11-03,,
8990,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,45,True,2022-11-10,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,46,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,47,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,48,False,2022-01-03,202201.0,C-計價
8991,DLRI,C00123169,二叉矽質導尿管-16Fr,1.0,49,True,2022-12-05,,
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,50,False,2022-01-03,202201.0,C-計價
8944,DLRI,C00123169,二叉矽質導尿管-16Fr,0.0,51,False,2022-01-03,202201.0,C-計價
8993,DLRI,C00123169,二叉矽質導尿管-16Fr,2.0,52,True,2022-12-30,,
