,庫房,料號,品名,數量,週,工作日,帳務日期
3303,DLRI,A01130509,塑膠灌食空針,22.0,1,False,2022-01-09
3317,DLRI,A01130509,塑膠灌食空針,14.0,2,False,2022-01-16
3324,DLRI,A01130509,塑膠灌食空針,7.0,3,False,2022-01-22
3338,DLRI,A01130509,塑膠灌食空針,14.0,4,True,2022-01-30
3358,DLRI,A01130509,塑膠灌食空針,19.0,5,False,2022-02-05
3374,DLRI,A01130509,塑膠灌食空針,16.0,6,False,2022-02-13
3391,DLRI,A01130509,塑膠灌食空針,17.0,7,False,2022-02-20
3405,DLRI,A01130509,塑膠灌食空針,14.0,8,False,2022-02-27
3423,DLRI,A01130509,塑膠灌食空針,17.0,9,False,2022-03-06
3436,DLRI,A01130509,塑膠灌食空針,13.0,10,False,2022-03-13
3451,DLRI,A01130509,塑膠灌食空針,15.0,11,False,2022-03-20
3464,DLRI,A01130509,塑膠灌食空針,13.0,12,True,2022-03-25
3476,DLRI,A01130509,塑膠灌食空針,12.0,13,False,2022-04-03
3493,DLRI,A01130509,塑膠灌食空針,17.0,14,False,2022-04-09
3504,DLRI,A01130509,塑膠灌食空針,11.0,15,False,2022-04-17
3518,DLRI,A01130509,塑膠灌食空針,14.0,16,True,2022-04-24
3536,DLRI,A01130509,塑膠灌食空針,18.0,17,False,2022-04-30
3557,DLRI,A01130509,塑膠灌食空針,20.0,18,False,2022-05-08
3573,DLRI,A01130509,塑膠灌食空針,14.0,19,False,2022-05-15
3583,DLRI,A01130509,塑膠灌食空針,10.0,20,False,2022-05-22
3592,DLRI,A01130509,塑膠灌食空針,9.0,21,False,2022-05-29
3602,DLRI,A01130509,塑膠灌食空針,10.0,22,False,2022-06-05
3612,DLRI,A01130509,塑膠灌食空針,10.0,23,False,2022-06-11
3628,DLRI,A01130509,塑膠灌食空針,15.0,24,False,2022-06-19
3640,DLRI,A01130509,塑膠灌食空針,12.0,25,False,2022-06-26
3659,DLRI,A01130509,塑膠灌食空針,19.0,26,False,2022-07-03
3681,DLRI,A01130509,塑膠灌食空針,22.0,27,False,2022-07-10
3702,DLRI,A01130509,塑膠灌食空針,21.0,28,False,2022-07-17
3724,DLRI,A01130509,塑膠灌食空針,21.0,29,False,2022-07-24
3745,DLRI,A01130509,塑膠灌食空針,21.0,30,False,2022-07-31
3764,DLRI,A01130509,塑膠灌食空針,19.0,31,False,2022-08-07
3792,DLRI,A01130509,塑膠灌食空針,27.0,32,False,2022-08-14
3818,DLRI,A01130509,塑膠灌食空針,26.0,33,False,2022-08-21
3832,DLRI,A01130509,塑膠灌食空針,14.0,34,False,2022-08-28
3858,DLRI,A01130509,塑膠灌食空針,27.0,35,False,2022-09-04
3875,DLRI,A01130509,塑膠灌食空針,17.0,36,False,2022-09-11
3897,DLRI,A01130509,塑膠灌食空針,22.0,37,False,2022-09-18
3923,DLRI,A01130509,塑膠灌食空針,25.0,38,False,2022-09-25
3941,DLRI,A01130509,塑膠灌食空針,16.0,39,False,2022-10-02
3963,DLRI,A01130509,塑膠灌食空針,21.0,40,True,2022-10-08
3984,DLRI,A01130509,塑膠灌食空針,19.0,41,False,2022-10-16
3998,DLRI,A01130509,塑膠灌食空針,13.0,42,False,2022-10-23
4012,DLRI,A01130509,塑膠灌食空針,14.0,43,False,2022-10-30
4027,DLRI,A01130509,塑膠灌食空針,16.0,44,False,2022-11-06
4035,DLRI,A01130509,塑膠灌食空針,8.0,45,False,2022-11-12
4046,DLRI,A01130509,塑膠灌食空針,11.0,46,False,2022-11-20
4055,DLRI,A01130509,塑膠灌食空針,9.0,47,False,2022-11-27
4070,DLRI,A01130509,塑膠灌食空針,14.0,48,False,2022-12-04
4088,DLRI,A01130509,塑膠灌食空針,18.0,49,False,2022-12-11
4105,DLRI,A01130509,塑膠灌食空針,16.0,50,False,2022-12-18
4117,DLRI,A01130509,塑膠灌食空針,12.0,51,False,2022-12-25
4132,DLRI,A01130509,塑膠灌食空針,21.0,52,False,2022-12-31
