,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
13515,DLRI,U91700000,丟棄式導尿包,3.0,1,False,2022-01-09,,
13519,DLRI,U91700000,丟棄式導尿包,4.0,2,False,2022-01-16,,
13522,DLRI,U91700000,丟棄式導尿包,3.0,3,False,2022-01-23,,
13529,DLRI,U91700000,丟棄式導尿包,7.0,4,True,2022-01-30,,
13532,DLRI,U91700000,丟棄式導尿包,3.0,5,False,2022-02-06,,
13537,DLRI,U91700000,丟棄式導尿包,5.0,6,False,2022-02-13,,
13541,DLRI,U91700000,丟棄式導尿包,4.0,7,False,2022-02-20,,
13548,DLRI,U91700000,丟棄式導尿包,7.0,8,False,2022-02-27,,
13551,DLRI,U91700000,丟棄式導尿包,3.0,9,True,2022-03-03,,
13553,DLRI,U91700000,丟棄式導尿包,2.0,10,True,2022-03-11,,
13554,DLRI,U91700000,丟棄式導尿包,1.0,11,True,2022-03-17,,
13559,DLRI,U91700000,丟棄式導尿包,5.0,12,False,2022-03-26,,
13563,DLRI,U91700000,丟棄式導尿包,4.0,13,True,2022-04-01,,
13568,DLRI,U91700000,丟棄式導尿包,5.0,14,False,2022-04-10,,
13570,DLRI,U91700000,丟棄式導尿包,2.0,15,True,2022-04-12,,
13572,DLRI,U91700000,丟棄式導尿包,2.0,16,True,2022-04-21,,
13578,DLRI,U91700000,丟棄式導尿包,6.0,17,False,2022-05-01,,
13582,DLRI,U91700000,丟棄式導尿包,4.0,18,True,2022-05-06,,
13587,DLRI,U91700000,丟棄式導尿包,5.0,19,True,2022-05-13,,
13589,DLRI,U91700000,丟棄式導尿包,2.0,20,True,2022-05-18,,
13594,DLRI,U91700000,丟棄式導尿包,5.0,21,False,2022-05-28,,
13597,DLRI,U91700000,丟棄式導尿包,3.0,22,True,2022-06-01,,
13598,DLRI,U91700000,丟棄式導尿包,1.0,23,True,2022-06-06,,
13601,DLRI,U91700000,丟棄式導尿包,5.0,24,False,2022-06-18,,
13604,DLRI,U91700000,丟棄式導尿包,4.0,25,False,2022-06-26,,
13607,DLRI,U91700000,丟棄式導尿包,3.0,26,False,2022-07-02,,
13608,DLRI,U91700000,丟棄式導尿包,1.0,27,True,2022-07-04,,
13611,DLRI,U91700000,丟棄式導尿包,3.0,28,True,2022-07-15,,
13612,DLRI,U91700000,丟棄式導尿包,1.0,29,True,2022-07-21,,
13615,DLRI,U91700000,丟棄式導尿包,3.0,30,False,2022-07-30,,
13619,DLRI,U91700000,丟棄式導尿包,4.0,31,True,2022-08-04,,
13622,DLRI,U91700000,丟棄式導尿包,3.0,32,False,2022-08-13,,
13623,DLRI,U91700000,丟棄式導尿包,1.0,33,True,2022-08-18,,
13624,DLRI,U91700000,丟棄式導尿包,1.0,34,True,2022-08-26,,
13627,DLRI,U91700000,丟棄式導尿包,3.0,35,True,2022-09-01,,
13631,DLRI,U91700000,丟棄式導尿包,4.0,36,False,2022-09-11,,
13634,DLRI,U91700000,丟棄式導尿包,3.0,37,False,2022-09-17,,
13635,DLRI,U91700000,丟棄式導尿包,1.0,38,True,2022-09-19,,
13637,DLRI,U91700000,丟棄式導尿包,2.0,39,False,2022-10-02,,
13640,DLRI,U91700000,丟棄式導尿包,3.0,40,False,2022-10-07,,
13643,DLRI,U91700000,丟棄式導尿包,3.0,41,True,2022-10-14,,
13512,DLRI,U91700000,丟棄式導尿包,0.0,42,False,2022-01-02,202201.0,T-不計價
13645,DLRI,U91700000,丟棄式導尿包,2.0,43,False,2022-10-29,,
13647,DLRI,U91700000,丟棄式導尿包,2.0,44,True,2022-11-03,,
13650,DLRI,U91700000,丟棄式導尿包,3.0,45,True,2022-11-11,,
13653,DLRI,U91700000,丟棄式導尿包,3.0,46,False,2022-11-20,,
13655,DLRI,U91700000,丟棄式導尿包,2.0,47,False,2022-11-27,,
13659,DLRI,U91700000,丟棄式導尿包,4.0,48,False,2022-12-04,,
13665,DLRI,U91700000,丟棄式導尿包,6.0,49,False,2022-12-11,,
13667,DLRI,U91700000,丟棄式導尿包,2.0,50,False,2022-12-18,,
13668,DLRI,U91700000,丟棄式導尿包,1.0,51,True,2022-12-23,,
13673,DLRI,U91700000,丟棄式導尿包,6.0,52,False,2022-12-31,,
