,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
12938,DLRI,T00030706,微量噴霧器,4.0,1,False,2022-01-09,,
12941,DLRI,T00030706,微量噴霧器,3.0,2,False,2022-01-15,,
12946,DLRI,T00030706,微量噴霧器,5.0,3,False,2022-01-23,,
12950,DLRI,T00030706,微量噴霧器,4.0,4,True,2022-01-30,,
12954,DLRI,T00030706,微量噴霧器,4.0,5,False,2022-02-06,,
12958,DLRI,T00030706,微量噴霧器,4.0,6,True,2022-02-10,,
12962,DLRI,T00030706,微量噴霧器,4.0,7,True,2022-02-18,,
12966,DLRI,T00030706,微量噴霧器,4.0,8,True,2022-02-25,,
12969,DLRI,T00030706,微量噴霧器,3.0,9,False,2022-03-05,,
12971,DLRI,T00030706,微量噴霧器,2.0,10,True,2022-03-11,,
12974,DLRI,T00030706,微量噴霧器,3.0,11,False,2022-03-19,,
12978,DLRI,T00030706,微量噴霧器,4.0,12,False,2022-03-27,,
12981,DLRI,T00030706,微量噴霧器,3.0,13,True,2022-04-02,,
12985,DLRI,T00030706,微量噴霧器,4.0,14,False,2022-04-10,,
12990,DLRI,T00030706,微量噴霧器,5.0,15,False,2022-04-16,,
12996,DLRI,T00030706,微量噴霧器,6.0,16,False,2022-04-23,,
13002,DLRI,T00030706,微量噴霧器,6.0,17,False,2022-05-01,,
13008,DLRI,T00030706,微量噴霧器,6.0,18,True,2022-05-07,,
13016,DLRI,T00030706,微量噴霧器,8.0,19,False,2022-05-15,,
13024,DLRI,T00030706,微量噴霧器,8.0,20,False,2022-05-22,,
13030,DLRI,T00030706,微量噴霧器,6.0,21,False,2022-05-29,,
13036,DLRI,T00030706,微量噴霧器,6.0,22,False,2022-06-05,,
13042,DLRI,T00030706,微量噴霧器,6.0,23,False,2022-06-11,,
13050,DLRI,T00030706,微量噴霧器,8.0,24,False,2022-06-19,,
13055,DLRI,T00030706,微量噴霧器,5.0,25,False,2022-06-26,,
13059,DLRI,T00030706,微量噴霧器,4.0,26,False,2022-07-03,,
13063,DLRI,T00030706,微量噴霧器,4.0,27,False,2022-07-09,,
13071,DLRI,T00030706,微量噴霧器,8.0,28,False,2022-07-17,,
13075,DLRI,T00030706,微量噴霧器,4.0,29,False,2022-07-23,,
13081,DLRI,T00030706,微量噴霧器,6.0,30,False,2022-07-31,,
13085,DLRI,T00030706,微量噴霧器,4.0,31,False,2022-08-07,,
13091,DLRI,T00030706,微量噴霧器,6.0,32,False,2022-08-14,,
13096,DLRI,T00030706,微量噴霧器,5.0,33,False,2022-08-20,,
13101,DLRI,T00030706,微量噴霧器,5.0,34,False,2022-08-28,,
13105,DLRI,T00030706,微量噴霧器,4.0,35,False,2022-09-03,,
13109,DLRI,T00030706,微量噴霧器,4.0,36,True,2022-09-09,,
13110,DLRI,T00030706,微量噴霧器,1.0,37,True,2022-09-16,,
13116,DLRI,T00030706,微量噴霧器,6.0,38,False,2022-09-25,,
13119,DLRI,T00030706,微量噴霧器,3.0,39,True,2022-09-30,,
13124,DLRI,T00030706,微量噴霧器,5.0,40,True,2022-10-08,,
13129,DLRI,T00030706,微量噴霧器,5.0,41,False,2022-10-16,,
13133,DLRI,T00030706,微量噴霧器,4.0,42,False,2022-10-23,,
13137,DLRI,T00030706,微量噴霧器,4.0,43,True,2022-10-28,,
12934,DLRI,T00030706,微量噴霧器,0.0,44,False,2022-01-01,202201.0,T-不計價
13141,DLRI,T00030706,微量噴霧器,4.0,45,False,2022-11-12,,
13145,DLRI,T00030706,微量噴霧器,4.0,46,False,2022-11-20,,
13148,DLRI,T00030706,微量噴霧器,3.0,47,True,2022-11-25,,
13153,DLRI,T00030706,微量噴霧器,5.0,48,False,2022-12-03,,
12934,DLRI,T00030706,微量噴霧器,0.0,49,False,2022-01-01,202201.0,T-不計價
12934,DLRI,T00030706,微量噴霧器,0.0,50,False,2022-01-01,202201.0,T-不計價
12934,DLRI,T00030706,微量噴霧器,0.0,51,False,2022-01-01,202201.0,T-不計價
12934,DLRI,T00030706,微量噴霧器,1.0,52,False,2022-01-01,,
