,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-04-16,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,16
1,2019-08-20,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,34
2,2019-08-27,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,-2.0,-2.0,0.0,35
0,2020-01-16,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,3
1,2020-03-03,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,10
2,2020-04-21,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,3.0,3.0,0.0,17
3,2020-06-02,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,23
4,2020-07-21,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,30
5,2020-08-18,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,34
0,2021-01-28,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,2.0,2.0,0.0,4
1,2021-02-01,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,2.0,2.0,0.0,5
2,2021-08-10,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,32
3,2021-08-24,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,34
4,2021-10-05,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,40
5,2021-11-23,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,47
6,2021-11-30,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,48
7,2021-12-16,B00216005,網狀彈性繃帶,6# 25Y /盒  　　　　,卷,T,1.0,0.0,0.0,1.0,1.0,0.0,50
