,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,2
1,2019-01-15,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,3
2,2019-01-22,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,4
3,2019-01-31,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,5
4,2019-02-19,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,8
5,2019-03-12,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,20.0,20.0,0.0,11
6,2019-03-19,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,12
7,2019-04-02,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,14
8,2019-04-16,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,16
9,2019-04-23,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,17
10,2019-04-30,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,18
11,2019-05-07,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,19
12,2019-05-14,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,20
13,2019-06-04,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,20.0,20.0,0.0,23
14,2019-06-11,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,24
15,2019-06-18,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,25
16,2019-06-25,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,26
17,2019-07-02,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,10.0,10.0,0.0,27
18,2019-07-16,F20111009,塑膠彎盆,500-600cc,個,T,10.0,0.0,0.0,30.0,30.0,0.0,29
