,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,2
1,2019-03-07,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,10
2,2019-03-12,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,11
3,2019-03-19,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,12
4,2019-03-26,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,13
5,2019-05-14,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,20
6,2019-05-21,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,21
7,2019-06-04,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,23
8,2019-06-11,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,24
9,2019-06-25,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,26
10,2019-07-09,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,28
11,2019-07-30,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,31
12,2019-08-13,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,33
13,2019-08-20,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,34
14,2019-09-10,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,37
15,2019-09-10,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,37
16,2019-11-26,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,500.0,500.0,0.0,48
17,2019-12-17,V04702002,體溫速測儀專用膠套,500pc/box,個,T,500.0,0.0,0.0,300.0,300.0,0.0,51
