,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,2
1,2019-01-15,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,3
2,2019-01-22,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,4
3,2019-01-29,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,5.0,5.0,0.0,5
4,2019-02-12,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,30.0,30.0,0.0,7
5,2019-03-12,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,11
6,2019-03-19,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,12
7,2019-04-09,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,15
8,2019-04-16,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,16
9,2019-04-23,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,3.0,3.0,0.0,17
10,2019-04-25,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,12.0,12.0,0.0,17
11,2019-04-30,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,18
12,2019-05-07,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,19
13,2019-05-14,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,20
14,2019-06-11,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,24
15,2019-06-18,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,25
16,2019-06-25,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,26
17,2019-07-02,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,27
18,2019-07-09,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,28
19,2019-07-16,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,29
20,2019-07-23,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,30
21,2019-07-30,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,31
22,2019-08-06,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,32
23,2019-08-20,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,34
24,2019-08-27,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,35
25,2019-09-10,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,37
26,2019-09-17,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,38
27,2019-09-10,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,37
28,2019-09-17,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,38
29,2019-11-05,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,45
30,2019-11-12,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,46
31,2019-11-19,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,6.0,6.0,0.0,47
32,2019-11-26,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,10.0,10.0,0.0,48
33,2019-12-03,K82600612,張氏糞便收集器,800個/箱,個,T,15.0,0.0,0.0,15.0,15.0,0.0,49
