,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-15,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,3
1,2019-01-22,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,4
2,2019-02-12,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,7
3,2019-02-19,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,8
4,2019-03-05,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,2.0,2.0,0.0,10
5,2019-03-12,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,11
6,2019-04-02,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,14
7,2019-04-30,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,18
8,2019-05-07,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,19
9,2019-05-14,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,20
10,2019-05-21,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,21
11,2019-06-11,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,24
12,2019-06-18,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,25
13,2019-06-25,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,26
14,2019-07-02,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,27
15,2019-08-25,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,34
0,2020-02-04,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,6
1,2020-02-18,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,8
2,2020-02-25,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,9
3,2020-03-10,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,11
4,2020-03-24,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,13
5,2020-03-31,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,14
6,2020-04-14,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,16
7,2020-04-21,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,17
8,2020-04-28,B03353000,宜拉膠帶,7.5cmx5M(3〞x5YD),捲,T,1.0,0.0,0.0,1.0,1.0,0.0,18
