,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-15,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,3
1,2019-01-22,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,4
2,2019-02-12,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,7
3,2019-02-19,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,4.0,4.0,0.0,8
4,2019-02-26,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,9
5,2019-03-05,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,3.0,3.0,0.0,10
6,2019-04-02,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,14
7,2019-04-30,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,18
8,2019-05-07,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,19
9,2019-05-14,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,20
10,2019-05-21,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,21
11,2019-06-04,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,23
12,2019-06-11,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,24
13,2019-06-18,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,25
14,2019-06-25,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,26
15,2019-07-02,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,27
16,2019-08-20,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,34
17,2019-08-27,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,35
18,2019-09-10,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,37
19,2019-09-10,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,37
20,2019-11-19,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,47
21,2019-12-10,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,50
0,2020-02-04,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,6
1,2020-02-18,B03251310,透氣帶膠,無切 3〞x5yd 25捲/盒,捲,T,1.0,0.0,0.0,1.0,1.0,0.0,8
